"dataset","structure_index","enzyme_index","uniprot","sequence_length","substrate","n_samples","n_positive"
"brenda","126311","5115","A0A0S1TP26","453","O=[N+]([O-])c1ccc(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1","1","0"
"brenda","126326","5073","Q63688","414","N=C(O)N[C@@H](O)C(=O)O","1","0"
"brenda","126384","5666","Q50LH4","495","Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O","1","0"
"brenda","126431","5282","Q50EK6","481","CCC(C)O","1","0"
"brenda","126439","5282","Q50EK6","481","Cc1ccc(C(C)C)c(O)c1","1","0"
"brenda","126486","5074","Q60991","507","O=S([O-])[O-]","1","0"
"brenda","126565","5123","P51589","502","N=C(N)NCCC[C@H](N=C(O)[C@@H]1CCCCN1C(=O)[C@H](N)Cc1ccccc1)C(=O)Nc1ccc([N+](=O)[O-])cc1","1","0"
"brenda","126683","5112","Q9LSF8","515","N=c1nc(O)c2ncn([C@@H]3O[C@H](COP(=O)(O)OP(=O)(O)OP(O)(O)=S)[C@@H](O)[C@H]3O)c2[nH]1","1","0"
"brenda","126731","5342","P51663","503","N=C(O)CC[C@H](N)C(O)=NCC(=O)O","1","0"
"brenda","126890","5103","Q9ZUX1","495","COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C","1","0"
"brenda","126922","5357","Q64441","514","CC1=CC[C@@H](C2=CCCC(C)(C)C2)CC1","1","0"
"brenda","126952","5275","O88962","500","Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OS(=O)(=O)O)[C@@H](OP(=O)(O)O)[C@H]1O","1","0"
"brenda","127055","5362","O15528","508","O","1","0"
"brenda","127059","5180","Q9SWR5","521","Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O","1","0"
"brenda","127103","5129","Q02928","519","C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O","1","0"
"brenda","127121","5070","F7EN52","525","C1CO1","1","0"
"brenda","127170","5339","P15150","503","Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O1","1","0"
"brenda","127197","5150","Q8W3Y5","513","N=C(N)Nc1ccc(OC(=O)CN=C(O)OCc2ccccc2)cc1","1","0"
"brenda","127256","5114","A0A0Y0GRS3","494","CN1CN([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c2[nH]c(=N)nc(S)c21","1","0"
"brenda","127560","5229","O23051","490","O=C(O)C1=NCCCC1","1","0"
"brenda","127564","5346","P00189","520","O=C(O)c1cc(N=C(O)Cc2ccccc2)cc([N+](=O)[O-])c1","1","0"
"brenda","127566","5295","Q16850","509","CC(=O)C(=O)O","1","0"
"brenda","127568","5095","O48958","531","CC(C)(C)CCO","1","0"
"brenda","127621","5147","Q9SD85","513","N[C@H](Cc1cnc[nH]1)C(=O)O","1","0"
"brenda","127639","5267","Q9FH76","463","C[C@]12CCC(=O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C(=O)CO)CC[C@@H]12","1","0"
"brenda","127673","5127","O23066","553","O=C(O)C[C@H](O)C(=O)O","1","0"
"brenda","127687","5188","Q2LAL0","503","C=CC1=C(C)c2cc3nc(cc4[nH]c(cc5[n-]c(cc1n2)c(C)c5C)c(C)c4CCC(=O)[O-])C(CCC(=O)O)=C3C.[Fe+6]","1","0"
"brenda","127728","5126","Q6ZWL3","525","CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)O","1","0"
"brenda","127737","3383","P23295","403","CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1","1","0"
"brenda","127754","5358","Q07973","514","CCC(=O)C(=O)O","1","0"
"brenda","127842","5282","Q50EK6","481","Cc1cc(=O)oc2cc(O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)ccc12","1","0"
"brenda","127860","5667","B1NF19","504","N=c1nc(O)c2ncn([C@@H]3O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]3O)c2[nH]1","1","0"
"brenda","127886","5071","O75881","506","N#Cc1ccc(C=O)cc1","1","0"
"brenda","127901","5319","Q9SZ46","524","CC(C)=CCOP(=O)(O)OP(=O)(O)O","1","0"
"brenda","128080","5342","P51663","503","CC(C)=CCC/C(C)=C(\F)CC/C(C)=C/COP(=O)(O)OP(=O)(O)O","1","0"
"brenda","128154","5123","P51589","502","O=C1O[C@H]([C@@H](O)CO)C(=O)C1=O","1","0"
"brenda","128180","5665","U5NDT8","527","N[C@@H](CCC(=O)O)C(=O)O","1","0"
"brenda","128217","5129","Q02928","519","Cc1cc(=O)oc2cc(N=C(O)[C@H](CCCNC(=N)N)N=C(O)[C@H](CC(C)C)N=C(O)OCc3ccccc3)ccc12","1","0"
"brenda","128243","5068","Q9Y6A2","500","c1ncc2c(n1)=NCCN=2","1","0"
"brenda","128367","5150","Q8W3Y5","513","N[C@H](Cc1ccc(O)cc1)C(=O)O","1","0"
"brenda","128454","5123","P51589","502","Cc1cc(=O)oc2cc(N=C(O)C(CCCNC(=N)N)N=C(O)C(Cc3ccccc3)N=C(O)OCc3ccccc3)ccc12","1","0"
"brenda","128507","5125","P78329","520","N=c1nc(O)c2ncn([C@@H]3O[C@@H]4COP(=O)(O)O[C@H]4[C@H]3O)c2[nH]1","1","0"
"brenda","128603","5254","F6H9N6","480","Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O","1","0"
"brenda","128646","5071","O75881","506","O=C1O[C@H]([C@@H](O)CO)C(=O)C1=O","1","0"
"brenda","128669","5172","U5NE19","521","CC(O)=N[C@@H](CCCCN)C(O)=N[C@@H](C)C(O)=N[C@@H](CCCNC(=N)N)C(O)=N[C@@H](Cc1ccc(O)cc1)C(O)=N[C@@H](CCCCN)C(O)=N[C@@H](CCCNC(=N)N)C(O)=Nc1ccc2c(C)cc(=O)oc2c1","1","0"
"brenda","128686","5341","P19099","503","CO[C@@]1(N=C(O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(=N)O)CS[C@@H]21","1","0"
"brenda","128737","5656","A0A140IL92","513","CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O","1","0"
"brenda","128805","5339","P15150","503","CC[C@H](C)[C@H](N=C(O)[C@H](Cc1ccc(O)cc1)N=C(O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)N=C(O)[C@H](CCCNC(=N)N)N=C(O)[C@@H]1CCCN1C(=O)[C@H](CCCCN)N=C(O)[C@H](CC(=N)O)N=C(O)[C@H](CCC(=O)O)N=C(O)[C@H](Cc1ccc(O)cc1)N=C(O)[C@H](CC(C)C)N=C(O)[C@@H](N)CCC(=N)O)C(O)=N[C@@H](CC(C)C)C(=O)O","1","0"
"brenda","128860","23123","P49430","533","OC[C@H]1O[C@@H](O)[C@H](O)[C@H](O)[C@H]1O","1","0"
"brenda","128889","5267","Q9FH76","463","CCCCCCCC/C=C\CCCCCCCC(=O)SCCN=C(O)CCN=C(O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O","1","0"
"brenda","128928","5068","Q9Y6A2","500","CO[C@@]1(N=C(O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(=N)O)CS[C@@H]21","1","0"
"brenda","128974","5263","A0A0N9HTU1","493","Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)C1N=C(O)N=C(O)C1=N2","1","0"
"brenda","128995","5211","P51869","522","Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](OP(=O)(O)O)[C@H]1O","1","0"
"brenda","128996","5354","Q06069","410","C[C@H](N=C(O)CCC(=O)O)C(O)=N[C@@H](C)C(O)=N[C@@H](Cc1ccccc1)C(=O)Nc1ccc([N+](=O)[O-])cc1","1","0"
"brenda","129165","5167","Q8VWZ7","493","Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)C1N=C(O)N=C(O)C1=N2","1","0"
"brenda","129196","5104","I1TEM1","506","C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO","1","0"
"brenda","129329","5267","Q9FH76","463","Oc1ccc([C@H]2Oc3cc(O)cc(O)c3[C@H](O)[C@@H]2O)cc1","1","0"
"brenda","129358","5100","O65782","499","COCC(N)C(=N)O","1","0"
"brenda","129434","5206","P17549","517","O=C(/C=C/c1ccc(O)cc1)c1c(O)cc(O)cc1O","1","0"
"brenda","129653","5119","A0A125QZE2","503","CC(=O)[C@@H](C)O","1","0"
"brenda","129757","5194","Q43067","505","N[C@@H](CO)C(=O)O","1","0"
"brenda","129805","5198","P48522","505","O=C1O[C@H]([C@@H](O)CO)C(O)=C1O","1","0"
"brenda","129884","5359","Q09128","514","C[C@H](N=C(O)[C@H](C)N=C(O)[C@H](CO)N=C(O)[C@H](C)N=C(O)[C@H](C)N=C(O)[C@@H](N)CCC(=N)O)C(=N)O","1","0"
"brenda","129914","5225","P98183","506","O=C1C=CC(=Nc2cc(Cl)c(O)c(Cl)c2)C=C1","1","0"
"brenda","130000","5071","O75881","506","C[C@@H]1Nc2[nH]c(=N)nc(O)c2N2C=[N+](c3ccc(C[C@H](O)[C@H](O)[C@H](O)CO[C@H]4O[C@H](COP(=O)(O)O[C@@H](CCC(=O)O)C(=O)O)[C@@H](O)[C@H]4O)cc3)[C@H](C)[C@@H]12","1","0"
"brenda","130036","5358","Q07973","514","S","1","0"
"brenda","130044","4959","Q04552","498","O=c1nc(O)ccn1[C@H]1C[C@H](O)[C@@H](CO)O1","1","0"
"brenda","130076","5129","Q02928","519","Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O","1","0"
"brenda","130122","5068","Q9Y6A2","500","COc1cc(/C=C/C(=O)O)cc(O)c1O","1","0"
"brenda","130145","5298","P14263","528","COc1cc(C(=O)O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)ccc1O","1","0"
"brenda","130180","5311","Q6TBX7","539","Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O","1","0"
"brenda","130189","5109","P08684","503","CC(O)=N[C@H]1[C@@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(O)nc3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@H](O)[C@@H]1O","1","0"
"brenda","130215","5326","A0A0B4KZX8","475","CCCCCC[C@H](O)C(=O)O","1","0"
"brenda","130218","5210","Q08477","520","NC1(C(=O)O)CC1","1","0"
"brenda","130245","5034","P05093","508","O=C(OP(=O)(O)O)C1O[C@@H](O)C(O)[C@H](O)[C@@H]1O","1","0"
"brenda","130475","5129","Q02928","519","[C]#N.[C]#N.[C]#N.[C]#N.[C]#N.[C]#N.[Fe-3]","1","0"
"brenda","130523","5287","F8S1I0","490","O=C(O)[C@H](O)COP(=O)(O)O","1","0"
"brenda","130553","5086","Q9N0U7","509","O=C1CCc2ccccc2O1","1","0"
"brenda","130600","5128","B8QHP5","523","O=C(O)[C@@H]1CCCN1C(=O)CN=C(O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)CN=C(O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1","1","0"
"brenda","130606","4961","P11371","487","N[C@@H](CCCC(=O)C(=O)O)C(=O)O","1","0"
"brenda","130725","5676","L7T720","489","N","1","0"
"brenda","130771","5125","P78329","520","CCCC/C=C\CCCC(=O)SCCN=C(O)CCN=C(O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1O[C@H](n2cnc3c(N)ncnc32)[C@@H](O)[C@H]1OP(=O)(O)O","1","0"
"brenda","130850","5073","Q63688","414","CC(C=O)C(=O)O","1","0"
"brenda","130851","5291","B5BSX1","493","O=P(O)(O)OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O","1","0"
"brenda","130855","5209","Q9EP75","524","N=c1nc(O)c2c([nH]1)NCC(CN(C=O)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2","1","0"
"brenda","130868","5359","Q09128","514","CC(C(=O)O)/C(=C/C(=O)O)C(=O)O","1","0"
"brenda","130892","5225","P98183","506","N=C(O)CC[C@H](N=C(O)[C@H](CCCNC(=N)N)N=C(O)[C@H](Cc1ccccc1)N=C(O)[C@H](Cc1c[nH]c2ccccc12)N=C(O)[C@H](CO)N=C(O)[C@H](Cc1ccccc1)N=C(O)CN=C(O)c1ccccc1N)C(O)=NCCNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]","1","0"
"brenda","130927","5127","O23066","553","CCCCCCCCCCc1c(C)c(O)c(OC)c(OC)c1O","1","0"
"brenda","130957","5666","Q50LH4","495","C[C@@](O)(CCO)CC(=O)O","1","0"
"brenda","130969","5253","Q2MJ20","479","N=C(O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1","1","0"
"brenda","130975","5193","Q04468","505","CC(C)=CCC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)[C@@](C)(C(=O)O)C1CC3","1","0"
"brenda","131057","5130","A2RRT9","525","O=c1c(-c2ccc(O)cc2)coc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c12","1","0"
"brenda","131134","5228","Q8W4T9","485","O=CCO","1","0"
"brenda","131154","5125","P78329","520","CN[C@@H]1Cc2c[nH]c3cccc(c23)[C@H]1/C=C(\C)C=O","1","0"
"brenda","131163","5300","Q12664","515","CC(C)=CCC[C@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(C)(C)[C@@H]3[C@@H](O)C[C@]12C","1","0"
"brenda","131196","5293","A2TEF2","480","COc1cccc(CSC[C@H](N=C(O)[C@H](C)N=C(O)[C@H](CC(C)C)N=C(O)[C@@H]2CCCN2S(=O)(=O)c2cccc3c(N(C)C)cccc23)C(O)=N[C@@H](Cc2c[nH]c3ccccc23)C(O)=N[C@@H](C)C(O)=N[C@@H](CCCNC(=N)N)C(=N)O)c1","1","0"
"brenda","131255","5110","Q9GJX5","504","O=C(O)CC[C@H](N=C(O)OCc1ccccc1)C(O)=N[C@@H](Cc1ccc(O)cc1)C(=O)O","1","0"
"brenda","131327","5065","O46658","500","N=C(O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1","1","0"
"brenda","131384","5123","P51589","502","Cc1cnc(O)n(C)c1=O","1","0"
"brenda","131403","5357","Q64441","514","O=CO","1","0"
"brenda","131532","5229","O23051","490","Cn1c[nH+]c2nc(O)nc(O)c21","1","0"
"brenda","131638","21351","Q9AVQ1","478","O=C([O-])CC1(S(=O)(=O)[O-])C=CC(=O)O1","1","0"
"brenda","131669","5358","Q07973","514","c1ccc(C[n+]2ccc(-c3cc[n+](Cc4ccccc4)cc3)cc2)cc1","1","0"
"brenda","131671","5034","P05093","508","CC(C)=CCC/C(C)=C/CC/C(C)=C\C=C\C(C)=C\C=C\C=C(C)\C=C\C=C(/C)CC/C=C(\C)CCC=C(C)C","1","0"
"brenda","131858","5098","P48421","502","Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O","1","0"
"brenda","131890","5275","O88962","500","C[C@]12CC[C@@H]3c4ccc(O)c(O)c4CC[C@H]3[C@@H]1CC[C@@H]2O","1","0"
"brenda","131984","5128","B8QHP5","523","Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O","1","0"
"brenda","132024","5100","O65782","499","COC(=O)/C=C(\C)CC/C=C(\C)CCC=C(C)C","1","0"
"brenda","132125","5206","P17549","517","O=C(O)/C=C\C=C(\O)C(=O)O","1","0"
"brenda","132196","5363","O35132","501","CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(O)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@H]1C","1","0"
"brenda","132203","5125","P78329","520","OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O","1","0"
"brenda","132261","5189","P93147","499","O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12","1","0"
"brenda","132311","5358","Q07973","514","C[C@H](N=C(O)CN=C(O)c1ccccc1)C(O)=N[C@@H](C)C(O)=N[C@@H](Cc1ccccc1)C(=O)Nc1ccc(C(=O)O)cc1","1","0"
"brenda","132428","5035","P11715","507","OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O","1","0"
"brenda","132491","5761","C9K1X6","459","NCCCCCN","1","0"
"brenda","132553","5126","Q6ZWL3","525","O=C(O)C1CCC=N1","1","0"
"brenda","132563","4931","B4XY99","401","[NH2+]=c1nc(O)c2ncn(COC(CO)CO)c2[nH]1","1","0"
"brenda","132584","5290","A6YIH8","502","N=c1nc(O)c2c([nH]1)NCC(CNc1ccc(C(=O)O)cc1)=N2","1","0"
"brenda","132771","5129","Q02928","519","CCCCCCCCC/C=C\C(=O)SCCN=C([O-])CCN=C([O-])[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1OC(n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O","1","0"
"brenda","132798","5276","Q9UNU6","501","O","1","0"
"brenda","132807","5175","A0A0G2RKY1","519","O=C1c2c(O)cc(O)cc2OC(c2ccc(O)c(O)c2)C1O","1","0"
"brenda","132832","5359","Q09128","514","N[C@@H](CCC(O)=N[C@@H](CS)C(=O)O)C(=O)O","1","0"
"brenda","132859","5253","Q2MJ20","479","O=C1C=CC(=Nc2cc(Cl)c(O)c(Cl)c2)C=C1","1","0"
"brenda","132870","5254","F6H9N6","480","C[C@@](O)(CCO)CC(=O)O","1","0"
"brenda","132935","4981","P98187","520","C[C@H](N)[C@H](N)CCCCCC(=O)O","1","0"
"brenda","132955","5120","K7NBR2","473","O=P(O)(O)OC[C@H]1O[C@@H](n2cnc3c(O)ncnc32)[C@H](O)[C@@H]1O","1","0"
"brenda","132997","5666","Q50LH4","495","COc1cc(/C=C/C(=O)SCCN=C(O)CCN=C(O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2OP(=O)(O)O)ccc1O","1","0"
"brenda","133197","5040","P05185","509","CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H]2C[C@H]1OO2","1","0"
"brenda","133210","5109","P08684","503","CC(C)(CO)[C@@H](O)C(O)=NCCC(=O)O","1","0"
"brenda","133232","5074","Q60991","507","Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O","1","0"
"brenda","133234","5339","P15150","503","CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(O)=NCCC(O)=NCCSC(=O)CCc1ccc(O)cc1","1","0"
"brenda","133259","5111","A0A1D6F9Y9","554","O=Cc1ccc(Br)cc1","1","0"
"brenda","133268","5358","Q07973","514","CC(=O)SCCN=C(O)CCN=C(O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O","1","0"
"brenda","133291","5130","A2RRT9","525","OC[C@H]1O[C@@H]2O[C@H]3[C@H](O)[C@@H](O)[C@@H](O[C@H]4[C@H](O)[C@@H](O)[C@@H](O[C@H]5[C@H](O)[C@@H](O)[C@@H](O[C@H]6[C@H](O)[C@@H](O)[C@@H](O[C@H]7[C@H](O)[C@@H](O)[C@@H](O[C@H]1[C@H](O)[C@H]2O)O[C@@H]7CO)O[C@@H]6CO)O[C@@H]5CO)O[C@@H]4CO)O[C@@H]3CO","1","0"
"brenda","133338","5358","Q07973","514","CC[C@H](C)[C@H](N=C(O)[C@@H](N=C(O)[C@H](CSC/C=C(\C)CC/C=C(\C)CCC=C(C)C)N=C(O)[C@H](CCCCN)N=C(O)[C@@H](N=C(O)[C@H](CCCCN)N=C(O)[C@H](CO)N=C(O)[C@H](CCCCN)N=C(O)c1ccccc1N)[C@@H](C)O)C(C)C)C(O)=N[C@@H](CCSC)C(=O)O","1","0"
"brenda","133401","5354","Q06069","410","Nc1ccccc1C(=O)C[C@H](N)C(=O)O","1","0"
"brenda","133410","5287","F8S1I0","490","O","1","0"
"brenda","133416","5109","P08684","503","COc1cc(N=C(O)[C@H](CCCNC(=N)N)N=C(O)[C@H](CCCCN)N=C(O)[C@H](CCCCN)N=C(O)[C@@H](N=C(O)OCc2ccccc2)C(C)C)cc2ccccc12","1","0"
"brenda","133450","5267","Q9FH76","463","CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(O)=NCCC(O)=NCCSC(=O)/C=C/c1ccc(O)c(O)c1","1","0"
"brenda","133475","5277","Q7YRB2","501","CC(=O)[C@@]1(O)CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C","1","0"
"brenda","133511","5339","P15150","503","O=C(O)C(O)(C(=O)O)c1cc2ccccc2o1","1","0"
"brenda","133523","5267","Q9FH76","463","N=c1nc(O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)=N2","1","0"
"brenda","133558","4961","P11371","487","O=Cc1ccccc1F","1","0"
"brenda","133581","5284","C0SJS3","478","O","1","0"
"brenda","133732","5278","O02766","500","CCCCCCCC(=O)Oc1cccc2ccccc12","1","0"
"brenda","133833","5211","P51869","522","OC[C@@H](O)C(O)[C@H](O)CO","1","0"
"brenda","133926","5644","O64698","499","O=C(O)[C@H](Cc1ccccc1)N=C(O)CN=C(O)c1ccccc1","1","0"
"brenda","133967","5034","P05093","508","CCCCCCCCCCCCC/C=C/C(OC(=O)c1ccccc1)C(CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)NCCCCCCCCCCCCCCCCCC","1","0"
"brenda","134129","5080","Q2XVA1","508","O=C(O)C1=C[C@@H](OP(=O)(O)O)[C@@H](O)[C@H](O)C1","1","0"
"brenda","134168","5275","O88962","500","CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O","1","0"
"brenda","134364","5311","Q6TBX7","539","Oc1ccc2ccc3c4ccccc4cc4ccc1c2c43","1","0"
"brenda","134452","5123","P51589","502","N[C@@H](Cc1cccs1)C(=O)O","1","0"
"brenda","134474","5097","Q6XQ14","511","O=C(O)/C=C(/CC(=O)O)C(=O)O","1","0"
"brenda","134546","4959","Q04552","498","N=C(N)NCCC[C@H](N=C(O)CN=C(O)[C@@H](CCC(=O)O)N=C(O)OCc1ccccc1)C(=O)Nc1ccc([N+](=O)[O-])cc1","1","0"
"brenda","134560","5074","Q60991","507","N=C(O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1","1","0"
"brenda","134639","5362","O15528","508","N[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO","1","0"
"brenda","134689","5113","A0A1D6HSP4","531","CC1=C(C)C(O)C(C)=C(C)C1=O","1","0"
"brenda","134883","5285","Q94FM7","504","OO","1","0"
"brenda","134965","5071","O75881","506","COc1cc(/C=C/C(=O)SCCN=C(O)CCN=C(O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2OP(=O)(O)O)ccc1O","1","0"
"brenda","134969","5322","I3V6B7","540","O[C@H]1CCCc2ccccc21","1","0"
"brenda","135000","5295","Q16850","509","OC[C@H]1OC(O)(CO)[C@@H](O)[C@@H]1O","1","0"
"brenda","135039","5284","C0SJS3","478","Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O","1","0"
"brenda","135051","4959","Q04552","498","O=C(O)c1ccc(O)cc1","1","0"
"brenda","135074","4909","Q84KI1","509","CCC(=O)C(C)=O","1","0"
"brenda","135157","5339","P15150","503","CCCCC/C=C\C/C=C\CCCCCCCC(=O)O","1","0"
"brenda","135184","5357","Q64441","514","ClCCCBr","1","0"
"brenda","135198","4965","O09158","503","CCCCCCCCCCC1=CC(=O)C(C)=C(C)C1=O","1","0"
"brenda","135199","5034","P05093","508","CC(C)(C)CCl","1","0"
"brenda","135305","5003","P15540","492","N=c1nc(O)c2c([nH]1)NC[C@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)O[C@@H](CCC(O)=N[C@@H](CCC(O)=N[C@@H](CCC(O)=N[C@@H](CCC(O)=N[C@@H](CCC(O)=N[C@@H](CCC(O)=N[C@@H](CCC(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O)cc1)N2C=O","1","0"
"brenda","135311","5267","Q9FH76","463","O=P(O)(O)OC[C@H]1OC(O)(CO)[C@@H](O)[C@@H]1O","1","0"
"brenda","135350","5358","Q07973","514","Cc1c(CBr)n2c(CSC[C@H](N=C(O)CC[C@H](N)C(=O)O)C(O)=NCC(=O)O)c(C)c(=O)n2c1=O","1","0"
"brenda","135372","5074","Q60991","507","C=C1C[C@@]23CCC4C(C)(C)CCC[C@@]4(C)C2CC[C@@H]1C3","1","0"
"brenda","135460","5080","Q2XVA1","508","O=Cc1ccccc1","1","0"
"brenda","135487","5330","S4UX02","495","Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O","1","0"
"brenda","135534","5063","P08683","500","O=P(O)(O)OP(=O)(O)O","1","0"
"brenda","135659","5104","I1TEM1","506","COc1cc2c(cc1O)C(Cc1ccc(O)c(O)c1)N(C)CC2","1","0"
"brenda","135674","5339","P15150","503","N=c1nc(O)c2ncn([C@@H]3O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]3O)c2[nH]1","1","0"
"brenda","135690","5657","A8CDR5","486","C[N+](C)(C)C[C@H](O)CC(=O)O","1","0"
