global_enzyme_id,source,source_enzyme_id,source_uniprot_id,source_p450_symbol,source_species,source_ec_number,source_sequence_hash
ENZ_G000457,S2_ESIBank,68,A8CBS0,,,1.14.14.B9,816505d95d605937e80536e12b34eb7c5283b75ee38bf8851a94cb7aafefa439
ENZ_G000458,S2_ESIBank,69,A8CDR5,,,1.14.19.51,2f59dafb9a160df31d3e952d7dae07b6c9307e0c3c374623c59741fbc66f745a
ENZ_G000458,S3_P450Rdb,245,A8CDR5,CYP80G2,Coptis japonica (Japanese goldthread),1.14.19.51,2f59dafb9a160df31d3e952d7dae07b6c9307e0c3c374623c59741fbc66f745a
ENZ_G000458,S8_PlantP450DB,267,A8CDR5,CYP80G2,Coptis japonica,,2f59dafb9a160df31d3e952d7dae07b6c9307e0c3c374623c59741fbc66f745a
ENZ_G000458,S9_PCPD,726,,CYP80G2,Coptis japonica var. dissecta,,2f59dafb9a160df31d3e952d7dae07b6c9307e0c3c374623c59741fbc66f745a
ENZ_G000459,S2_ESIBank,70,A8DBU6,,,1.14.14.154,ac4192ea5e921d0529722d83763dd8752bd4cabcd70c22f923c471a2b7dfb2a7
ENZ_G000460,S9_PCPD,240,A8NCK4,CYP64G1,Coprinopsis cinerea,,6b6954a3046c2d6f6400ebb6be71f8ec56e41ce0508e812a454d11693254606d
ENZ_G000461,S9_PCPD,239,A8NCK6,CYP64F1,Coprinopsis cinerea,,9a684cfbcaa25edb50ae75e5aa76063f5337da101092e6601d40d131471776b3
ENZ_G000462,S3_P450Rdb,246,A8WGA0,cyp27c1,Danio rerio (Zebrafish) (Brachydanio rerio),1.14.19.53,bbac6e43058ffc70fc250c71a333255764d1659cc89cd68db4e88291e5c46af2
ENZ_G000462,S9_PCPD,343,A8WGA0,CYP27C1Dr,Danio rerio,,bbac6e43058ffc70fc250c71a333255764d1659cc89cd68db4e88291e5c46af2
ENZ_G000463,S1_RCSB,28,A9ERX9,,Sorangium cellulosum So ce56,,cd5e7843b0d07726d38ae4b78f2d8b0813b6e8753c2427866d13013edeef7024
ENZ_G000463,S9_PCPD,81,,CYP267B1,Sorangium cellulosum,,cd5e7843b0d07726d38ae4b78f2d8b0813b6e8753c2427866d13013edeef7024
ENZ_G000464,S3_P450Rdb,247,A9F9S4,CYP109D1,Sorangium cellulosum,1.14.-.-,befdac2a081d5ce8fd3b2a7bce0b5bfd265ff1d3accdd4775d60cf421c536a0c
ENZ_G000465,S1_RCSB,29,A9FDB7,,Sorangium cellulosum So ce56,,9595653d3234fe58ab729e6b4e8ddbbeb3bc2255cdbc0e13d71a9aaebf35d67d
ENZ_G000465,S3_P450Rdb,248,A9FDB7,CYP260A1,Sorangium cellulosum (strain So ce56) (Polyangium cellulosum (strain So ce56)),1.14.15.19,cb64d1a435f0100c5f835cdd358cfcad99587f95fe6b469e0d51161467fa3fed
ENZ_G000466,S3_P450Rdb,249,A9FZ85,CYP264B1,Sorangium cellulosum (strain So ce56) (Polyangium cellulosum (strain So ce56)),1.14.-.-,c876251a00e28db7c5fcba8a7dcb45486d65441cea619b35d80cd3e69caad28a
ENZ_G000467,S3_P450Rdb,250,A9FZ87,CYP264B1,Sorangium cellulosum (strain So ce56) (Polyangium cellulosum (strain So ce56)),4.2.3.164,717681cf9cbc680e32313b5a249622ab94c91989cb835298d06e216e55cb833d
ENZ_G000468,S9_PCPD,303,A9JPE2,CYP698A2,Aspergillus flavus,,6ab33bf38f08f144d8702ebba2421b7fa180bbda99dd9fbbf76c59ff0585f852
ENZ_G000469,S2_ESIBank,71,A9QNE6,,,1.14.14.B11,54bab6f4c29d983d85d18cc96baab2bbe4a304f38be98e6928fc74d7549894f1
ENZ_G000470,S2_ESIBank,72,A9SNA2,,,4.2.1.92,a81ba395886551a788d132016ed4b0586287c0734f7868277ea7b6b98531b4ff
ENZ_G000471,S8_PlantP450DB,492,B0L642,GmCYP707A1a,Glycine max,,2052b5da2cf3c577d4033f67665baca37b78e7c5f59572a742077705f1ad5d0c
ENZ_G000472,S3_P450Rdb,251,B0XZV0,sphH,Aspergillus fumigatus (strain CBS 144.89 / FGSC A1163 / CEA10) (Neosartorya fumigata),1.-.-.-,b0d31d92011d1a0e24b53f3fffd7b0e01f03798ca95776cc61ddc67107b90453
ENZ_G000473,S2_ESIBank,73,B1NF18,,,1.14.19.67,18bf538773f19820810410759dd32b754d577a511e50eed7b699fde790b50fbe
ENZ_G000473,S3_P450Rdb,252,B1NF18,CYP719B1,Papaver somniferum (Opium poppy),1.14.19.67,18bf538773f19820810410759dd32b754d577a511e50eed7b699fde790b50fbe
ENZ_G000473,S8_PlantP450DB,396,B1NF18,CYP719B1,Papaver somniferum,,18bf538773f19820810410759dd32b754d577a511e50eed7b699fde790b50fbe
ENZ_G000473,S9_PCPD,515,,CYP719B1,Papaver somniferum,,18bf538773f19820810410759dd32b754d577a511e50eed7b699fde790b50fbe
ENZ_G000474,S2_ESIBank,74,B1NF19,,,1.14.19.65,9f10216c6d2ca7bf481f93d80b923609c6c60e9e6a5ae6b6bcf0587c8c71f0ba
ENZ_G000474,S3_P450Rdb,253,B1NF19,CYP719A13,Argemone mexicana (Mexican prickly poppy),1.14.19.64; 1.14.19.68; 1.14.19.73,9f10216c6d2ca7bf481f93d80b923609c6c60e9e6a5ae6b6bcf0587c8c71f0ba
ENZ_G000474,S8_PlantP450DB,388,B1NF19,CYP719A13,Argemone mexicana,,9f10216c6d2ca7bf481f93d80b923609c6c60e9e6a5ae6b6bcf0587c8c71f0ba
ENZ_G000474,S9_PCPD,505,,CYP719A13,Argemone mexicana,,9f10216c6d2ca7bf481f93d80b923609c6c60e9e6a5ae6b6bcf0587c8c71f0ba
ENZ_G000475,S3_P450Rdb,254,B1NF20,CYP719A14,Argemone mexicana (Mexican prickly poppy),1.14.19.65,94583ce746177f2e6bf0f725d6c1c965431508a561c4fbcfdeacb05e28c57e30
ENZ_G000475,S8_PlantP450DB,389,B1NF20,CYP719A14,Argemone mexicana,,94583ce746177f2e6bf0f725d6c1c965431508a561c4fbcfdeacb05e28c57e30
ENZ_G000475,S9_PCPD,506,,CYP719A14,Argemone mexicana,,94583ce746177f2e6bf0f725d6c1c965431508a561c4fbcfdeacb05e28c57e30
ENZ_G000476,S2_ESIBank,75,B2BF50,,,1.14.14.102,568c71bf04ce243a4fff678433ebf9cfe862155b6aa16602e0acdafa8639d74a
ENZ_G000477,S9_PCPD,51,B2HG29,CYP150A5,Mycobacterium marinum,,4092dad19cbce064557bed23a419bf636d37ba22d38c095a6dd31ca62bbf649b
ENZ_G000478,S3_P450Rdb,255,B2HGN5,CYP153A16,Mycobacterium marinum (strain ATCC BAA-535 / M),/,96247bdf01f82e39fc93a042da89d09c56ed1a5d5c9b4f557f6e380b343170cf
ENZ_G000478,S9_PCPD,53,B2HGN5,CYP153A16,Mycobacterium marinum,,96247bdf01f82e39fc93a042da89d09c56ed1a5d5c9b4f557f6e380b343170cf
ENZ_G000479,S1_RCSB,30,B2HHT9,,Mycobacterium marinum ATCC BAA-535,,bd210992ed5bae944d33e3d57ea99f8e45c86b3f3cf8f6725ef66d990c81c827
ENZ_G000479,S3_P450Rdb,256,B2HHT9,CYP124A1,Mycobacterium marinum (strain ATCC BAA-535 / M),/,bec74d70025789f8d50cd19ba5360d91182774336aecbd2c7c1b0f31c161961c
ENZ_G000479,S9_PCPD,40,B2HHT9,CYP124A1Mm,Mycobacterium marinum,,bec74d70025789f8d50cd19ba5360d91182774336aecbd2c7c1b0f31c161961c
ENZ_G000480,S1_RCSB,31,B2HI07,,Mycobacterium marinum ATCC BAA-535,,0d641430f5b4ce9d20c1f41663d3e6603490cd96b0a4b0c45131170123ef5a29
ENZ_G000481,S1_RCSB,32,B2HMF7,,Mycobacterium marinum M,,2b8fe6fb07f5a95d9e17830b4884de6b3e215950d1318894e79427cf3d4affba
ENZ_G000481,S9_PCPD,85,,CYP268A2,Mycobacterium marinum,,2b8fe6fb07f5a95d9e17830b4884de6b3e215950d1318894e79427cf3d4affba
ENZ_G000482,S9_PCPD,224,B2RML6,CYP638B1,Botrytis cinerea,,b95e69c8ca65d36737c13680a6ddc517c638d6b053a24c42daab2bb8f814241c
ENZ_G000483,S3_P450Rdb,257,B2RXA7,Cyp26c1,Mus musculus,1.14.14.1,cd7013ec8e57039d9b93cca81853d8344b42d983d2dba8e095e0e61c7e803cfb
ENZ_G000484,S8_PlantP450DB,400,B2XCI4,CYP788A1,Selaginella maellendorfii,,0e817316024796e0a01faca0c13958e1dc6a1c195059848dcb3b60cc65c6ac45
ENZ_G000485,S2_ESIBank,76,B3LF83,,,4.2.1.92,47997d980146edb74b337f5c6fd879a08e81d6d5f53245d85d8d24cc4437c391
ENZ_G000486,S3_P450Rdb,258,B3RFJ6,CYP86A22,Petunia hybrida (Petunia),1.14.14.129,9721c9c2d9a49754a59e4ac9b50d7dfa2c8ad38237c6c6cf0d0f369d0f2fe4ad
ENZ_G000487,S3_P450Rdb,259,B3XWK3,psmA,Streptomyces sp. A-1544,/,55278c7eb147dd990e9ad4d1825a5b9a4a0d6091b808d3f4918368a68cb26477
ENZ_G000488,S2_ESIBank,77,B4DDJ0,,,1.14.15.6,61f2f3f00daa1723729bd56693e9e2402d14ecc9e6926712798a0e4f9ba8a747
ENZ_G000489,S2_ESIBank,78,B4FVP3,,,1.14.14.160,1d0b773ab02e7798a42acafe55a74841e5d32e811c35b965e97d2c3608d12070
ENZ_G000489,S3_P450Rdb,260,B4FVP3,CYP71Z18,Zea mays (Maize),1.14.14.160,1d0b773ab02e7798a42acafe55a74841e5d32e811c35b965e97d2c3608d12070
ENZ_G000489,S8_PlantP450DB,64,B4FVP3,CYP71Z18,Zea mays,,1d0b773ab02e7798a42acafe55a74841e5d32e811c35b965e97d2c3608d12070
ENZ_G000489,S9_PCPD,594,,CYP71Z18,Zea mays,,1d0b773ab02e7798a42acafe55a74841e5d32e811c35b965e97d2c3608d12070
ENZ_G000490,S9_PCPD,433,B4FYL7,CYP701A26,Zea mays,,7766008567bcc1c413fb99b61ea7b9dee7690de72afdb997a9fe6e8a89204d9a
ENZ_G000491,S2_ESIBank,79,B4XY99,,,1.14.13.189,5a94f5f4bebb7886e337a920be820ef9f2cd69f181a065bb0407bdfc1ba55e2e
ENZ_G000491,S3_P450Rdb,261,B4XY99,aziB1,Streptomyces sahachiroi,1.14.13.189,5a94f5f4bebb7886e337a920be820ef9f2cd69f181a065bb0407bdfc1ba55e2e
ENZ_G000491,S9_PCPD,45,B4XY99,CYP128A1,Streptomyces sahachiroi,,5a94f5f4bebb7886e337a920be820ef9f2cd69f181a065bb0407bdfc1ba55e2e
ENZ_G000492,S2_ESIBank,80,B5BSX1,,,1.14.14.152,b2d627322aca15ec9ad26f5ba376d1b53f7cd0f6440011938fadaff89ffe9d44
ENZ_G000492,S3_P450Rdb,262,B5BSX1,CYP88D6,Glycyrrhiza uralensis (Chinese licorice) (Glycyrrhiza shiheziensis),1.14.14.152,b2d627322aca15ec9ad26f5ba376d1b53f7cd0f6440011938fadaff89ffe9d44
ENZ_G000492,S8_PlantP450DB,473,B5BSX1,CYP88D6,Glycyrrhiza,,b2d627322aca15ec9ad26f5ba376d1b53f7cd0f6440011938fadaff89ffe9d44
ENZ_G000492,S8_PlantP450DB,474,B5BSX1,Uni25647,Glycyrrhiza uralensis,,b2d627322aca15ec9ad26f5ba376d1b53f7cd0f6440011938fadaff89ffe9d44
ENZ_G000492,S9_PCPD,773,,CYP88D6,Glycyrrhiza uralensis,,b2d627322aca15ec9ad26f5ba376d1b53f7cd0f6440011938fadaff89ffe9d44
ENZ_G000493,S3_P450Rdb,263,B5BT05,CYP93E3,Glycyrrhiza uralensis (Chinese licorice) (Glycyrrhiza shiheziensis),/,597f054e8d197dd367033eab0dcd22c1dc17c6a7c81cc213513bb653dcd37bd5
ENZ_G000493,S9_PCPD,797,B5BT05,CYP93E3,Glycyrrhiza uralensis,,597f054e8d197dd367033eab0dcd22c1dc17c6a7c81cc213513bb653dcd37bd5
ENZ_G000494,S8_PlantP450DB,369,B5MEX5,LsKO1,Lactuca sativa,,c5478bddcdf51640083c4172e96622829a5165f8f906592c018ba42be517b334
ENZ_G000495,S8_PlantP450DB,370,B5MEX6,LsKO2,Lactuca sativa,,eff8e307aee47fffc9deb46a849b1af34bf3348975c7aa0f46a23f2998caffa3
ENZ_G000496,S8_PlantP450DB,472,B5MEX7,LsKAO,Lactuca sativa,,128011ca8c7e3eb575dd6a4c79088b9067969a91c8e8b82f0c40f05f3a7140e3
ENZ_G000497,S2_ESIBank,81,B5UAQ8,,,1.14.19.65,d52a4b7346ca001571fcc838baf6aba37d64b06624b1c6e4476cfab5ecf133cd
ENZ_G000497,S3_P450Rdb,264,B5UAQ8,CYP719A5,Eschscholzia californica (California poppy),1.14.19.65,d52a4b7346ca001571fcc838baf6aba37d64b06624b1c6e4476cfab5ecf133cd
ENZ_G000497,S8_PlantP450DB,386,B5UAQ8,CYP719A5,Eschscholzia californica,,d52a4b7346ca001571fcc838baf6aba37d64b06624b1c6e4476cfab5ecf133cd
ENZ_G000497,S9_PCPD,514,B5UAQ8,CYP719A5,Eschscholzia californica,,d52a4b7346ca001571fcc838baf6aba37d64b06624b1c6e4476cfab5ecf133cd
ENZ_G000498,S8_PlantP450DB,387,B5UAQ9,CYP719A9,Eschscholzia californica,,ff00d039ea33bfd24ba220b9b26611e52785cb6166dcbc7f693f6cd09553a941
ENZ_G000499,S9_PCPD,273,B6H066,CYP673C1,Penicillium rubens,,54316eae1abd942e8558866da5fd5716821dc70bc36a68f268be5a5c0ea02dad
ENZ_G000500,S9_PCPD,284,B6HJU3,CYP68AD1,Penicillium rubens,,08b5e5d4318037eeb57a854f6688481e2e0d1b71ed51d95cf1aaa4147a06f914
ENZ_G000501,S9_PCPD,209,B6HJU5,CYP624C1,Penicillium rubens,,5afdd9e07a6cfd21042674e75048107b310afb7aee73237d8315b75e3a5e1298
ENZ_G000502,S9_PCPD,290,B6HUQ4,CYP68E1,Penicillium rubens,,fe894f90620ca4d59ad2b31996f8d8f9ec0aa7ee60ed334df1d276ce6f965791
ENZ_G000503,S8_PlantP450DB,269,B6ST45,CYP81A9,Zea mays,,ef1c5a175a509601c88fe747f66624873a0ec61abae9ead32fc5b517b268b295
ENZ_G000504,S9_PCPD,208,B8N0E9,CYP624A1,Aspergillus flavus,,9892c698ee331f573d55f019f92a896d2a1e9a64a4c11c9810c7125b98e1b808
ENZ_G000505,S9_PCPD,276,B8N8R3,CYP676B1,Aspergillus flavus,,155167411d2066c5b19dfae483bc51c9413b4feebd97c7f004df8383c970a1ad
ENZ_G000506,S3_P450Rdb,265,B8NHD8,flvC,Aspergillus flavus (strain ATCC 200026 / FGSC A1120 / IAM 13836 / NRRL 3357 / JCM 12722 / SRRC 167),1.-.-.-,1d50977c91febf3b321eb32a3248def3cd47086eee4927c063be9a4f650f4420
ENZ_G000506,S9_PCPD,248,B8NHD8,CYP650A1,Aspergillus flavus,,1d50977c91febf3b321eb32a3248def3cd47086eee4927c063be9a4f650f4420
ENZ_G000507,S3_P450Rdb,266,B8NHD9,flvD,Aspergillus flavus (strain ATCC 200026 / FGSC A1120 / IAM 13836 / NRRL 3357 / JCM 12722 / SRRC 167),1.-.-.-,fa8370b5f029c2ec9ade3c707ad2a0770e34a45a34671ae7ec70b5c247087ddd
ENZ_G000508,S9_PCPD,210,B8NM64,CYP625A1,Aspergillus flavus,,e2e280efc28493e91d00721f9404ede5315043c822ffddd0c6e0a5caf108101b
ENZ_G000509,S3_P450Rdb,267,B8QHP1,cyp52M1,Starmerella bombicola (Yeast) (Candida bombicola),1.14.14.80,a3d7d2fc32f82b4da474fb3962925f8fa36de0ca5a0e2f97e2333f060854aac3
ENZ_G000510,S3_P450Rdb,268,B8QHP3,cyp52E3,Starmerella bombicola (Yeast) (Candida bombicola),1.14.14.80,171327fbb8eb8d64a9746ed37b48ce962670099789b4a864515ff8d30053d01f
ENZ_G000510,S9_PCPD,149,B8QHP3,CYP52E3,Starmerella bombicola,,171327fbb8eb8d64a9746ed37b48ce962670099789b4a864515ff8d30053d01f
ENZ_G000511,S2_ESIBank,82,B8QHP5,,,1.14.14.80,812af1ae465a6642a81ceaca2f5d2ab0e399250ec1fec06f0426521fcb9d72e5
ENZ_G000511,S3_P450Rdb,269,B8QHP5,cyp52N1,Starmerella bombicola (Yeast) (Candida bombicola),1.14.14.80,812af1ae465a6642a81ceaca2f5d2ab0e399250ec1fec06f0426521fcb9d72e5
ENZ_G000511,S9_PCPD,153,B8QHP5,CYP52N1,Starmerella bombicola,,812af1ae465a6642a81ceaca2f5d2ab0e399250ec1fec06f0426521fcb9d72e5
ENZ_G000512,S3_P450Rdb,270,B8QM33,CYP53A15,Cochliobolus lunatus (Filamentous fungus) (Curvularia lunata),1.14.13.12,eb44d16420f0d0624c4a9f0c4956c1c5b837c0dec6dfe8a9c6176776b865fa71
ENZ_G000512,S9_PCPD,160,B8QM33,CYP53A15,Cochliobolus lunatus,,eb44d16420f0d0624c4a9f0c4956c1c5b837c0dec6dfe8a9c6176776b865fa71
ENZ_G000513,S8_PlantP450DB,233,B8XX43,CYP79A8,Hordeum vulgare,,9e25fd32a359ab1263b52aff7550cbda29c370871d1818283ee1630fc16f70e5
ENZ_G000513,S9_PCPD,709,,CYP79A8,Hordeum vulgare subsp. vulgare,,9e25fd32a359ab1263b52aff7550cbda29c370871d1818283ee1630fc16f70e5
ENZ_G000514,S3_P450Rdb,271,B9DFU2,CYP711A1,Arabidopsis thaliana (Mouse-ear cress),1.14.-.-,6475b612a7f8753815429f397cbdb6e65a6ef7f8ecb334d6e3b2103aca325cea
ENZ_G000514,S8_PlantP450DB,571,B9DFU2,CYP711A1,Arabidopsis thaliana,,6475b612a7f8753815429f397cbdb6e65a6ef7f8ecb334d6e3b2103aca325cea
ENZ_G000515,S8_PlantP450DB,121,B9RHW4,CYP726A14,Ricinus communis,,8c9e2245c919f769d11423e1984e0a9e48fa3d761c2f199614ede5bd9b302372
ENZ_G000515,S9_PCPD,604,,CYP726A14,Ricinus communis,,8c9e2245c919f769d11423e1984e0a9e48fa3d761c2f199614ede5bd9b302372
ENZ_G000516,S8_PlantP450DB,122,B9RHW6,CYP726A15,Ricinus communis,,e51b51413319bd3d862d70add1c1bc236b0c1a8c9bf7c45b3af93487258e3781
ENZ_G000516,S9_PCPD,605,,CYP726A15,Ricinus communis,,e51b51413319bd3d862d70add1c1bc236b0c1a8c9bf7c45b3af93487258e3781
ENZ_G000517,S8_PlantP450DB,123,B9RHX0,CYP726A17,Ricinus communis,,52a731401a5ebd11047509a74acabd1717108ac27bbf98b4884bee77ff1945be
ENZ_G000517,S9_PCPD,606,,CYP726A17,Ricinus communis,,52a731401a5ebd11047509a74acabd1717108ac27bbf98b4884bee77ff1945be
ENZ_G000518,S8_PlantP450DB,124,B9RHX3,CYP726A18,Ricinus communis,,abfcdf4d1a05e9c10d6bee90b033d78b7b9833ebb4886cefb3de85690a01bb4f
ENZ_G000518,S9_PCPD,607,,CYP726A18,Ricinus communis,,abfcdf4d1a05e9c10d6bee90b033d78b7b9833ebb4886cefb3de85690a01bb4f
ENZ_G000519,S8_PlantP450DB,234,B9VQX4,CYP79A12,Hordeum vulgare,,83114a9389fa8a699164a0dc81bac6aa2b918034ec926dea790ba6e496927460
ENZ_G000519,S9_PCPD,705,,CYP79A12,Hordeum vulgare subsp. vulgare,,83114a9389fa8a699164a0dc81bac6aa2b918034ec926dea790ba6e496927460
ENZ_G000520,S3_P450Rdb,272,B9WZX1,ftmP450-1,Neosartorya fumigata (Aspergillus fumigatus),1.14.14.118,4e7eaf812b90d1a25d3e31fafe9fe4c0d6318c5625f6856f2b7b20f5f62b0741
ENZ_G000520,S9_PCPD,114,B9WZX1,CYP5076C2,Neosartorya fumigata,,4e7eaf812b90d1a25d3e31fafe9fe4c0d6318c5625f6856f2b7b20f5f62b0741
ENZ_G000521,S3_P450Rdb,273,B9WZX4,ftmP450-2,Neosartorya fumigata (Aspergillus fumigatus),1.14.19.71,fcaa91b1d6ed318aeed3fc03145fb9d9f581d6fc4cf80a3adb149c497041db1e
ENZ_G000521,S9_PCPD,107,B9WZX4,CYP5066A2,Neosartorya fumigata,,fcaa91b1d6ed318aeed3fc03145fb9d9f581d6fc4cf80a3adb149c497041db1e
ENZ_G000522,S3_P450Rdb,274,B9WZX6,ftmP450-3,Neosartorya fumigata (Aspergillus fumigatus),1.14.14.119,2c1c2e98bfee440c619932a2dabe3cabc5f5865bf8ea462afb3111c20f2503fb
ENZ_G000522,S9_PCPD,285,B9WZX6,CYP68AD2,Neosartorya fumigata,,2c1c2e98bfee440c619932a2dabe3cabc5f5865bf8ea462afb3111c20f2503fb
ENZ_G000523,S8_PlantP450DB,170,C0LQP5,CYP75B67,Cichorium intybus,,53a1c397c5478ef851e4f55a39949536d266e5031d443d811047e05604b07c92
ENZ_G000524,S8_PlantP450DB,171,C0LQP6,CYP75B68,Echinops bannaticus,,76a840a59afb817a11627e13e30372a77b12378fcd40f66d7f36d8d3887443e3
ENZ_G000525,S8_PlantP450DB,173,C0LQP7,CYP75B70,Centaurea cyanus,,bb1d29122ccd106784866fb3e4e5e5ea28a303f84b1ef2e1ca6f083a614cb202
ENZ_G000526,S2_ESIBank,83,C0SJS2,,,1.14.14.141,8a349877911d5c6281877900b60d210256d0575eee53544eedeb120c93f2f998
ENZ_G000526,S3_P450Rdb,275,C0SJS2,CYP71AJ3,Pastinaca sativa (Wild parsnip) (Anethum pastinaca),1.14.14.141,8a349877911d5c6281877900b60d210256d0575eee53544eedeb120c93f2f998
ENZ_G000526,S8_PlantP450DB,68,C0SJS2,CYP71AJ3,Pastinaca sativa,,8a349877911d5c6281877900b60d210256d0575eee53544eedeb120c93f2f998
ENZ_G000526,S9_PCPD,523,C0SJS2,CYP71AJ3,Pastinaca sativa,,8a349877911d5c6281877900b60d210256d0575eee53544eedeb120c93f2f998
ENZ_G000527,S2_ESIBank,84,C0SJS3,,,1.14.14.148,4e80bcf44b58170e98542a788830e73405244b1d568234fb9121554a0347e239
ENZ_G000527,S3_P450Rdb,276,C0SJS3,CYP71AJ4,Pastinaca sativa (Wild parsnip) (Anethum pastinaca),1.14.14.148,4e80bcf44b58170e98542a788830e73405244b1d568234fb9121554a0347e239
ENZ_G000527,S8_PlantP450DB,69,C0SJS3,CYP71AJ4,Pastinaca sativa,,4e80bcf44b58170e98542a788830e73405244b1d568234fb9121554a0347e239
ENZ_G000527,S9_PCPD,524,C0SJS3,CYP71AJ4,Pastinaca sativa,,4e80bcf44b58170e98542a788830e73405244b1d568234fb9121554a0347e239
ENZ_G000528,S2_ESIBank,85,C0SJS4,,,1.14.14.141,29b85ffb48680b00e476b7bda29af6f3b543c1e02ba1de7b8fffdc5cb28cc01f
ENZ_G000528,S3_P450Rdb,277,C0SJS4,CYP71AJ2,Apium graveolens (Celery),1.14.14.141,29b85ffb48680b00e476b7bda29af6f3b543c1e02ba1de7b8fffdc5cb28cc01f
ENZ_G000528,S8_PlantP450DB,67,C0SJS4,CYP71AJ2,Apium graveolens,,29b85ffb48680b00e476b7bda29af6f3b543c1e02ba1de7b8fffdc5cb28cc01f
ENZ_G000528,S9_PCPD,522,C0SJS4,CYP71AJ2,Apium graveolens,,29b85ffb48680b00e476b7bda29af6f3b543c1e02ba1de7b8fffdc5cb28cc01f
ENZ_G000529,S2_ESIBank,86,C0SPF7,,,1.14.14.128,1ced40234b12a97d3a1f98f9444949c64c6e9c5456c253d6712d307325dfe227
ENZ_G000529,S3_P450Rdb,278,C0SPF7,CYP15C1,Bombyx mori (Silk moth),1.14.14.128,1ced40234b12a97d3a1f98f9444949c64c6e9c5456c253d6712d307325dfe227
ENZ_G000530,S1_RCSB,33,C0XPZ5,,Corynebacterium lipophiloflavum,,c5f66ff5526a1dc69fe76c16f7d309686349459791e6283934feabbc9015e626
ENZ_G000530,S3_P450Rdb,279,C0XPZ5,CYP152,Corynebacterium lipophiloflavum,,411657be1c53545bb75c5b58e154d92486aec92fab502c39c90722796a259f36
ENZ_G000531,S2_ESIBank,87,C1J0N9,,,1.14.14.82,16cd55894a6a859f0ef77793ab9cc2b905d93b2410a877a94996447a8ff052fc
ENZ_G000532,S3_P450Rdb,280,C4B644,CYP107BR1,Pseudonocardia autotrophica (Amycolata autotrophica) (Nocardia autotrophica),1.14.15.15,57a92f1e47a3eaa36231d0d9eaaf0c00538449c112f2cd9a4d01b20c323c79cd
ENZ_G000533,S1_RCSB,34,C4L2G9,,Exiguobacterium sp. AT1b,,9c25be9e257804fb9d08b4ec6b4647aa999c14a7ac26cd258b0786bcf6afcdf8
ENZ_G000533,S3_P450Rdb,281,C4L2G9,CYP152,Sphingomonas paucimobilis;Exiguobacterium sp.,,9c25be9e257804fb9d08b4ec6b4647aa999c14a7ac26cd258b0786bcf6afcdf8
ENZ_G000534,S8_PlantP450DB,179,C5IGQ3,Md F3'HI,Malus domestica,,d1ffc5a057413222ba70f6fceb2c85d9fb10353cf9571b383cdd9fd954f2cc46
ENZ_G000535,S2_ESIBank,88,C5IGQ5,,,1.14.14.82,cc80714986fa723245ab4446271f78c85395a47e820869b84648771bbfabb59e
ENZ_G000535,S8_PlantP450DB,180,C5IGQ5,Md F3'HIIb,Malus domestica,,cc80714986fa723245ab4446271f78c85395a47e820869b84648771bbfabb59e
ENZ_G000536,S2_ESIBank,89,C5X6I4,,,1.14.19.76,57b8afaa635c2e223ee6343a127e44e20022b7f899432422395ea42c8e9e87b8
ENZ_G000537,S2_ESIBank,90,C5XWH8,,,1.14.14.82,cec76250d23fe2bd663f3f0774a400fed072cafac8ec8ab83f67ff6f271e7fdf
ENZ_G000538,S8_PlantP450DB,70,C5Y125,CYP71AM1,Sorghum bicolor,,2aaa5c7181d588ab0d7cba6e60f1262cd818b5cebb774b0440610209e3c1834a
ENZ_G000538,S9_PCPD,525,C5Y125,CYP71AM1,Sorghum bicolor,,2aaa5c7181d588ab0d7cba6e60f1262cd818b5cebb774b0440610209e3c1834a
ENZ_G000539,S3_P450Rdb,282,C5YJG8,CPR,Sorghum bicolor (Sorghum) (Sorghum vulgare),1.6.2.4,6030cf1ccab98e99e9086f7d8981bc2f4c826d9c5e736795c86f26431e767c35
ENZ_G000540,S3_P450Rdb,283,C7A8S0,CYP153A,Marinobacter hydrocarbonoclasticus (Pseudomonas nautica),/,9369274e1e336ed6e7a0dadec61e24fb8742f31e504b1b3031ae9064ec6694df
ENZ_G000541,S3_P450Rdb,284,C7SFP5,,Rhodococcus sp. ECU0066,,7fe1c0a5f7ae8c1935df58d2b7fbf21208102d8f55c63bfdac69ea1ce11b211d
ENZ_G000542,S2_ESIBank,91,C7T4H2,,,1.14.14.107,eea70d4cafe4d061bbbd9a1cbbb3b0be1c683243fd384fa3b0557a32a390f8e0
ENZ_G000543,S2_ESIBank,92,C7T4H3,,,1.14.14.107,abaebf45609bfa3087a00152d52aca1a89418cfb896a64c84f53be70e9b658b5
ENZ_G000544,S2_ESIBank,93,C7T4H4,,,1.14.14.107,04c2bf1c00741f9d2e879aabcae3dbb6f8db5cfcb5d63c0b0815fa38ad716dc3
ENZ_G000545,S9_PCPD,229,C8V0D4,CYP643H1,Aspergillus nidulans,,3c4e1eafd5b083d46a03dc9fbfb9eb46e2791443d6d1a9a181f4d00cdcf29d40
ENZ_G000546,S9_PCPD,252,C8V7P3,CYP652J1,Aspergillus nidulans,,a4da47961d83c8b6914d7a2bf8f02bf3a28e36b65a8b41ca19e14c27cc20298d
ENZ_G000547,S8_PlantP450DB,360,C9EGT6,CYP98A44v1,Trifolium pratense,,da56fc6bc86bd2d4e10c264642c9cee1add2f4742c7e0a91a40a26b4e7f7fc35
