global_enzyme_id,canonical_uniprot_id,source_category,structure_source,status,has_heme,alphafill_id,template_pdb,sequence_identity,global_rmsd,local_rmsd,clash_score,alphafill_json_path,alphafill_cif_path,existing_pdb_path,needs_colabfold,notes,alphafold_pdb_path,heme_transplant_pdb_path,heme_fe_x,heme_fe_y,heme_fe_z,aligned_ca_count,quality_tier,template_source
ENZ_G000441,A2QTW5,alphafill_candidate,alphafill,downloaded_with_heme,1,A2QTW5-F1,3CBD,0.311787,3.15673,1.7485,0.182107,data\structures\alphafill\json\A2QTW5-F1.json,data\structures\alphafill\cif\A2QTW5-F1.cif,,0,,,,,,,,,
ENZ_G000442,A2R6G9,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,A2R6G9-F1,ENZ_G000193,0.7446,2.16,1.52456,0.22392,data\structures\alphafill\json\A2R6G9-F1.json,data\structures\alphafill\cif\A2R6G9-F1.cif,,0,"tier2, rmsd=2.16, identity=0.745, n_ca=509",,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A2R6G9-F1_heme.pdb,-0.820,2.849,-5.797,509,tier2,alphafill_cif
ENZ_G000443,A2RRT9,alphafill_candidate,alphafill,downloaded_with_heme,1,A2RRT9-F1,5T6Q,0.310204,3.05069,0.438229,0.317762,data\structures\alphafill\json\A2RRT9-F1.json,data\structures\alphafill\cif\A2RRT9-F1.cif,,0,,,,,,,,,
ENZ_G000444,A2TEF2,alphafill_candidate,alphafill,downloaded_with_heme,1,A2TEF2-F1,3L4D,1,0.896515,0.271403,0.132738,data\structures\alphafill\json\A2TEF2-F1.json,data\structures\alphafill\cif\A2TEF2-F1.cif,,0,,,,,,,,,
ENZ_G000445,A2WS96,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,A2WS96-F1,ENZ_G000103,0.5324,2.91,1.62865,0.139305,data\structures\alphafill\json\A2WS96-F1.json,data\structures\alphafill\cif\A2WS96-F1.cif,,0,"tier2, rmsd=2.91, identity=0.532, n_ca=479",,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A2WS96-F1_heme.pdb,-6.114,-1.580,1.385,479,tier2,pcpd_pdb
ENZ_G000446,A2Z212,pcpd_predicted,pcpd_predicted,pcpd_predicted,1,,,,,,,,,pcpd/CYP707A7.pdb,0,,,,,,,,,
ENZ_G000447,A3A871,pcpd_predicted,pcpd_predicted,pcpd_predicted,1,,,,,,,,,pcpd/CYP71Z6.pdb,0,,,,,,,,,
ENZ_G000448,A3KLR7,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,A3KLR7-F1,ENZ_G000886,0.7624,2.67,,,,,,0,"tier2, rmsd=2.67, identity=0.762, n_ca=505",data\structures\alphafold\pdb\AF-A3KLR7-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A3KLR7-F1_heme.pdb,3.769,-2.061,2.389,505,tier2,alphafill_cif
ENZ_G000449,A5BFI4,alphafill_candidate,alphafill,downloaded_with_heme,1,A5BFI4-F1,2VE3,0.355705,2.32014,3.01939,0.493563,data\structures\alphafill\json\A5BFI4-F1.json,data\structures\alphafill\cif\A5BFI4-F1.cif,,0,,,,,,,,,
ENZ_G000450,A5LGW8,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,A5LGW8-F1,ENZ_G001351,0.8776,2.21,,,,,,0,"tier2, rmsd=2.21, identity=0.878, n_ca=490",data\structures\alphafold\pdb\AF-A5LGW8-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A5LGW8-F1_heme.pdb,3.983,-0.257,2.345,490,tier2,pcpd_pdb
ENZ_G000451,A6YIH8,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,A6YIH8-F1,ENZ_G001261,0.9257,1.48,4.56874,0.587338,data\structures\alphafill\json\A6YIH8-F1.json,data\structures\alphafill\cif\A6YIH8-F1.cif,,0,"tier1, rmsd=1.48, identity=0.926, n_ca=471",,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A6YIH8-F1_heme.pdb,1.142,1.760,3.591,471,tier1,pcpd_pdb
ENZ_G000452,A7HP72,alphafill_candidate,alphafold_heme_transplant,heme_transplant_failed,0,A7HP72-F1,ENZ_G000616,0.168,29.28,,,,,,0,All 10 templates gave tier4; best rmsd=6.82,data\structures\alphafold\pdb\AF-A7HP72-F1.pdb,data\structures\heme_transplant\pdb\ENZ_G000452_heme.pdb,-9.556,8.837,-6.981,,,
ENZ_G000453,A7KMF3,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,A7KMF3-F1,ENZ_G000719,0.4688,3.23,,,,,,0,"tier3, rmsd=3.23, identity=0.469, n_ca=480",data\structures\alphafold\pdb\AF-A7KMF3-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A7KMF3-F1_heme.pdb,3.379,-3.554,2.121,480,tier3,pcpd_pdb
ENZ_G000454,A7U483,experimental_pdb,experimental_pdb,experimental_pdb,1,,,,,,,,,s1_rcsb/4R21,0,,,,,,,,,
ENZ_G000455,A7XY79,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,A7XY79-F1,ENZ_G001035,0.6559,0.81,,,,,,0,"tier1, rmsd=0.81, identity=0.656, n_ca=465",data\structures\alphafold\pdb\AF-A7XY79-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A7XY79-F1_heme.pdb,-1.558,5.596,-1.048,465,tier1,experimental_pdb
ENZ_G000456,A8C7R4,alphafill_candidate,alphafill,downloaded_with_heme,1,A8C7R4-F1,3RUK,0.331126,3.86374,1.54602,0.247417,data\structures\alphafill\json\A8C7R4-F1.json,data\structures\alphafill\cif\A8C7R4-F1.cif,,0,,,,,,,,,
ENZ_G000457,A8CBS0,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,A8CBS0-F1,ENZ_G001298,0.9179,2.15,,,,,,0,"tier2, rmsd=2.15, identity=0.918, n_ca=524",data\structures\alphafold\pdb\AF-A8CBS0-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A8CBS0-F1_heme.pdb,3.085,-2.602,2.681,524,tier2,alphafill_cif
ENZ_G000458,A8CDR5,alphafill_candidate,alphafill,downloaded_with_heme,1,A8CDR5-F1,5YLW,0.358531,2.46585,0.618853,0.122494,data\structures\alphafill\json\A8CDR5-F1.json,data\structures\alphafill\cif\A8CDR5-F1.cif,,0,,,,,,,,,
ENZ_G000459,A8DBU6,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,A8DBU6-F1,ENZ_G000599,0.4584,4.66,,,,,,0,"tier3, rmsd=4.66, identity=0.458, n_ca=517",data\structures\alphafold\pdb\AF-A8DBU6-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A8DBU6-F1_heme.pdb,-3.043,-5.249,-0.840,517,tier3,alphafill_cif
ENZ_G000460,A8NCK4,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,A8NCK4-F1,ENZ_G000244,0.3671,3.95,1.28745,0.193825,data\structures\alphafill\json\A8NCK4-F1.json,data\structures\alphafill\cif\A8NCK4-F1.cif,,0,"tier3, rmsd=3.95, identity=0.367, n_ca=504",,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A8NCK4-F1_heme.pdb,4.064,1.203,1.884,504,tier3,alphafill_cif
ENZ_G000461,A8NCK6,alphafill_candidate,alphafill,downloaded_with_heme,1,A8NCK6-F1,3E4E,0.349515,2.51488,1.4168,0.135304,data\structures\alphafill\json\A8NCK6-F1.json,data\structures\alphafill\cif\A8NCK6-F1.cif,,0,,,,,,,,,
ENZ_G000462,A8WGA0,alphafill_candidate,alphafill,downloaded_with_heme,1,A8WGA0-F1,3K9V,0.302521,2.84552,0.576844,0.179468,data\structures\alphafill\json\A8WGA0-F1.json,data\structures\alphafill\cif\A8WGA0-F1.cif,,0,,,,,,,,,
ENZ_G000463,A9ERX9,experimental_pdb,experimental_pdb,experimental_pdb,1,,,,,,,,,s1_rcsb/6GK6,0,,,,,,,,,
ENZ_G000464,A9F9S4,alphafill_candidate,alphafill,heme_transplant_failed,0,A9F9S4-F1,,,,,,,,,0,All 10 templates gave tier4; best rmsd=5.10,data\structures\alphafold\pdb\AF-A9F9S4-F1.pdb,,,,,,,
ENZ_G000465,A9FDB7,experimental_pdb,experimental_pdb,experimental_pdb,1,,,,,,,,,s1_rcsb/6F88,0,,,,,,,,,
ENZ_G000466,A9FZ85,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,A9FZ85-F1,ENZ_G000925,0.2959,4.76,,,,,,0,"tier3, rmsd=4.76, identity=0.296, n_ca=392",data\structures\alphafold\pdb\AF-A9FZ85-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A9FZ85-F1_heme.pdb,-1.099,5.294,0.952,392,tier3,alphafill_cif
ENZ_G000467,A9FZ87,alphafill_candidate,alphafold_heme_transplant,no_template,0,A9FZ87-F1,ENZ_G001173,0.115,24.43,,,data\structures\alphafill\json\A9FZ87-F1.json,,,0,No template with identity >= 0.25,data\structures\alphafold\pdb\AF-A9FZ87-F1.pdb,data\structures\heme_transplant\pdb\ENZ_G000467_heme.pdb,-1.313,-21.255,-7.777,,,
ENZ_G000468,A9JPE2,alphafill_candidate,alphafill,downloaded_with_heme,1,A9JPE2-F1,5JLC,0.258687,4.59257,1.59383,0.184365,data\structures\alphafill\json\A9JPE2-F1.json,data\structures\alphafill\cif\A9JPE2-F1.cif,,0,,,,,,,,,
ENZ_G000469,A9QNE6,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,A9QNE6-F1,ENZ_G000719,0.4750,3.16,,,,,,0,"tier3, rmsd=3.16, identity=0.475, n_ca=480",data\structures\alphafold\pdb\AF-A9QNE6-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A9QNE6-F1_heme.pdb,3.730,-3.867,2.318,480,tier3,pcpd_pdb
ENZ_G000470,A9SNA2,alphafill_candidate,alphafill,downloaded_with_heme,1,A9SNA2-F1,3DBM,0.49789,1.37021,0.284688,0.12291,data\structures\alphafill\json\A9SNA2-F1.json,data\structures\alphafill\cif\A9SNA2-F1.cif,,0,,,,,,,,,
ENZ_G000471,B0L642,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,B0L642-F1,ENZ_G000701,0.7963,2.44,,,,,,0,"tier2, rmsd=2.44, identity=0.796, n_ca=432",data\structures\alphafold\pdb\AF-B0L642-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-B0L642-F1_heme.pdb,3.972,-1.524,2.674,432,tier2,pcpd_pdb
ENZ_G000472,B0XZV0,alphafill_candidate,alphafold_heme_transplant,heme_transplant_failed,0,B0XZV0-F1,ENZ_G001086,0.152,22.13,,,,,,0,All 3 templates gave tier4; best rmsd=5.32,data\structures\alphafold\pdb\AF-B0XZV0-F1.pdb,data\structures\heme_transplant\pdb\ENZ_G000472_heme.pdb,1.662,1.271,4.703,,,
ENZ_G000473,B1NF18,alphafill_candidate,alphafill,downloaded_with_heme,1,B1NF18-F1,1PQ2,0.340659,3.39496,0.442804,0.77454,data\structures\alphafill\json\B1NF18-F1.json,data\structures\alphafill\cif\B1NF18-F1.cif,,0,,,,,,,,,
ENZ_G000474,B1NF19,alphafill_candidate,alphafill,downloaded_with_heme,1,B1NF19-F1,4R20,0.283262,3.69079,0.754266,0.223708,data\structures\alphafill\json\B1NF19-F1.json,data\structures\alphafill\cif\B1NF19-F1.cif,,0,,,,,,,,,
ENZ_G000475,B1NF20,alphafill_candidate,alphafill,downloaded_with_heme,1,B1NF20-F1,3E4E,0.333333,2.90376,0.602391,0.837076,data\structures\alphafill\json\B1NF20-F1.json,data\structures\alphafill\cif\B1NF20-F1.cif,,0,,,,,,,,,
ENZ_G000476,B2BF50,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,B2BF50-F1,ENZ_G001292,0.9588,1.96,,,,,,0,"tier1, rmsd=1.96, identity=0.959, n_ca=461",data\structures\alphafold\pdb\AF-B2BF50-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-B2BF50-F1_heme.pdb,4.349,-2.058,1.289,461,tier1,pcpd_pdb
ENZ_G000477,B2HG29,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,B2HG29-F1,ENZ_G000933,0.2843,4.81,,,,,,0,"tier3, rmsd=4.81, identity=0.284, n_ca=401",data\structures\alphafold\pdb\AF-B2HG29-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-B2HG29-F1_heme.pdb,-1.774,-5.803,-3.133,401,tier3,experimental_pdb
ENZ_G000478,B2HGN5,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,B2HGN5-F1,ENZ_G000553,0.7126,1.28,,,,,,0,"tier1, rmsd=1.28, identity=0.713, n_ca=421",data\structures\alphafold\pdb\AF-B2HGN5-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-B2HGN5-F1_heme.pdb,5.167,-2.619,3.138,421,tier1,experimental_pdb
ENZ_G000479,B2HHT9,experimental_pdb,experimental_pdb,experimental_pdb,1,,,,,,,,,s1_rcsb/8FJO,0,,,,,,,,,
ENZ_G000480,B2HI07,experimental_pdb,experimental_pdb,experimental_pdb,1,,,,,,,,,s1_rcsb/7SMZ,0,,,,,,,,,
ENZ_G000481,B2HMF7,experimental_pdb,experimental_pdb,experimental_pdb,1,,,,,,,,,s1_rcsb/6BLD,0,,,,,,,,,
ENZ_G000482,B2RML6,alphafill_candidate,alphafill,downloaded_with_heme,1,B2RML6-F1,7LXL,0.319048,2.47191,1.20878,0.463673,data\structures\alphafill\json\B2RML6-F1.json,data\structures\alphafill\cif\B2RML6-F1.cif,,0,,,,,,,,,
ENZ_G000483,B2RXA7,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,B2RXA7-F1,ENZ_G001140,0.8764,2.13,4.36374,0.73523,data\structures\alphafill\json\B2RXA7-F1.json,data\structures\alphafill\cif\B2RXA7-F1.cif,,0,"tier2, rmsd=2.13, identity=0.876, n_ca=518",,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-B2RXA7-F1_heme.pdb,3.104,-2.562,3.400,518,tier2,alphafill_cif
ENZ_G000484,B2XCI4,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,B2XCI4-F1,ENZ_G000865,0.4141,4.16,,,,,,0,"tier3, rmsd=4.16, identity=0.414, n_ca=495",data\structures\alphafold\pdb\AF-B2XCI4-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-B2XCI4-F1_heme.pdb,3.143,-5.134,1.470,495,tier3,alphafill_cif
ENZ_G000485,B3LF83,alphafill_candidate,alphafill,downloaded_with_heme,1,B3LF83-F1,2RCM,0.397878,1.61257,0.447139,0.136843,data\structures\alphafill\json\B3LF83-F1.json,data\structures\alphafill\cif\B3LF83-F1.cif,,0,,,,,,,,,
ENZ_G000486,B3RFJ6,alphafill_candidate,alphafill,downloaded_with_heme,1,B3RFJ6-F1,7SV2,0.269122,4.72789,1.71863,0.451332,data\structures\alphafill\json\B3RFJ6-F1.json,data\structures\alphafill\cif\B3RFJ6-F1.cif,,0,,,,,,,,,
ENZ_G000487,B3XWK3,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,B3XWK3-F1,ENZ_G001179,0.7659,0.94,,,,,,0,"tier1, rmsd=0.94, identity=0.766, n_ca=393",data\structures\alphafold\pdb\AF-B3XWK3-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-B3XWK3-F1_heme.pdb,-5.187,-1.108,-1.399,393,tier1,experimental_pdb
ENZ_G000488,B4DDJ0,alphafill_candidate,alphafold_heme_transplant,heme_transplant_failed,0,B4DDJ0-F1,ENZ_G000825,0.280,23.33,,,,,,0,All 10 templates gave tier4; best rmsd=5.78,data\structures\alphafold\pdb\AF-B4DDJ0-F1.pdb,data\structures\heme_transplant\pdb\ENZ_G000488_heme.pdb,-0.308,-5.704,-0.213,,,
ENZ_G000489,B4FVP3,pcpd_predicted,pcpd_predicted,pcpd_predicted,1,,,,,,,,,pcpd/CYP71Z18.pdb,0,,,,,,,,,
ENZ_G000490,B4FYL7,pcpd_predicted,pcpd_predicted,pcpd_predicted,1,,,,,,,,,pcpd/CYP701A26.pdb,0,,,,,,,,,
ENZ_G000491,B4XY99,alphafill_candidate,alphafill,downloaded_with_heme,1,B4XY99-F1,2JJN,0.310811,3.67894,3.42629,0.826493,data\structures\alphafill\json\B4XY99-F1.json,data\structures\alphafill\cif\B4XY99-F1.cif,,0,,,,,,,,,
ENZ_G000492,B5BSX1,alphafill_candidate,alphafill,downloaded_with_heme,1,B5BSX1-F1,6A17,0.319444,3.28916,1.00642,0.292994,data\structures\alphafill\json\B5BSX1-F1.json,data\structures\alphafill\cif\B5BSX1-F1.cif,,0,,,,,,,,,
ENZ_G000493,B5BT05,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,B5BT05-F1,ENZ_G001007,0.8750,2.08,,,,,,0,"tier2, rmsd=2.08, identity=0.875, n_ca=480",data\structures\alphafold\pdb\AF-B5BT05-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-B5BT05-F1_heme.pdb,5.079,-2.468,1.483,480,tier2,pcpd_pdb
ENZ_G000494,B5MEX5,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,B5MEX5-F1,ENZ_G001139,0.7084,4.39,,,,,,0,"tier3, rmsd=4.39, identity=0.708, n_ca=511",data\structures\alphafold\pdb\AF-B5MEX5-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-B5MEX5-F1_heme.pdb,2.485,-1.956,1.449,511,tier3,alphafill_cif
ENZ_G000495,B5MEX6,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,B5MEX6-F1,ENZ_G001139,0.7926,2.19,,,,,,0,"tier2, rmsd=2.19, identity=0.793, n_ca=511",data\structures\alphafold\pdb\AF-B5MEX6-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-B5MEX6-F1_heme.pdb,3.118,-2.146,1.883,511,tier2,alphafill_cif
ENZ_G000496,B5MEX7,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,B5MEX7-F1,ENZ_G001267,0.6741,1.66,,,,,,0,"tier1, rmsd=1.66, identity=0.674, n_ca=448",data\structures\alphafold\pdb\AF-B5MEX7-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-B5MEX7-F1_heme.pdb,2.190,-2.452,3.944,448,tier1,pcpd_pdb
ENZ_G000497,B5UAQ8,alphafill_candidate,alphafill,downloaded_with_heme,1,B5UAQ8-F1,4GQS,0.30303,2.20813,2.02165,0.749719,data\structures\alphafill\json\B5UAQ8-F1.json,data\structures\alphafill\cif\B5UAQ8-F1.cif,,0,,,,,,,,,
ENZ_G000498,B5UAQ9,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,B5UAQ9-F1,ENZ_G001060,0.7996,1.60,,,,,,0,"tier1, rmsd=1.60, identity=0.800, n_ca=494",data\structures\alphafold\pdb\AF-B5UAQ9-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-B5UAQ9-F1_heme.pdb,1.152,3.775,2.282,494,tier1,alphafill_cif
ENZ_G000499,B6H066,alphafill_candidate,alphafill,downloaded_with_heme,1,B6H066-F1,5VEU,0.251101,3.89166,2.51809,0.245068,data\structures\alphafill\json\B6H066-F1.json,data\structures\alphafill\cif\B6H066-F1.cif,,0,,,,,,,,,
ENZ_G000500,B6HJU3,alphafill_candidate,alphafill,downloaded_with_heme,1,B6HJU3-F1,7JJ1,0.269504,4.97935,2.17429,0.326708,data\structures\alphafill\json\B6HJU3-F1.json,data\structures\alphafill\cif\B6HJU3-F1.cif,,0,,,,,,,,,
ENZ_G000501,B6HJU5,alphafill_candidate,alphafill,downloaded_with_heme,1,B6HJU5-F1,6C93,0.294444,2.63804,1.3088,0.23025,data\structures\alphafill\json\B6HJU5-F1.json,data\structures\alphafill\cif\B6HJU5-F1.cif,,0,,,,,,,,,
ENZ_G000502,B6HUQ4,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,B6HUQ4-F1,ENZ_G000208,0.3898,4.33,1.62896,0.18733,data\structures\alphafill\json\B6HUQ4-F1.json,data\structures\alphafill\cif\B6HUQ4-F1.cif,,0,"tier3, rmsd=4.33, identity=0.390, n_ca=508",,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-B6HUQ4-F1_heme.pdb,3.670,3.190,3.701,508,tier3,alphafill_cif
ENZ_G000503,B6ST45,alphafill_candidate,alphafill,downloaded_with_heme,1,B6ST45-F1,4I8V,0.35,1.85143,2.30442,0.561733,data\structures\alphafill\json\B6ST45-F1.json,data\structures\alphafill\cif\B6ST45-F1.cif,,0,,,,,,,,,
ENZ_G000504,B8N0E9,alphafill_candidate,alphafill,heme_transplant_failed,0,B8N0E9-F1,4NKW,0.277551,5.1447,1.20002,0.30883,data\structures\alphafill\json\B8N0E9-F1.json,data\structures\alphafill\cif\B8N0E9-F1.cif,,0,All 1 templates gave tier4; best rmsd=5.72,,,,,,,,
ENZ_G000505,B8N8R3,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,B8N8R3-F1,ENZ_G000439,0.5388,4.66,0.675643,0.857819,data\structures\alphafill\json\B8N8R3-F1.json,data\structures\alphafill\cif\B8N8R3-F1.cif,,0,"tier3, rmsd=4.66, identity=0.539, n_ca=412",,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-B8N8R3-F1_heme.pdb,0.335,0.588,4.963,412,tier3,alphafill_cif
ENZ_G000506,B8NHD8,alphafill_candidate,alphafold_heme_transplant,heme_transplant_failed,0,B8NHD8-F1,ENZ_G001177,0.147,27.03,,,,,,0,All 3 templates gave tier4; best rmsd=5.70,data\structures\alphafold\pdb\AF-B8NHD8-F1.pdb,data\structures\heme_transplant\pdb\ENZ_G000506_heme.pdb,1.185,-3.465,-9.033,,,
ENZ_G000507,B8NHD9,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,B8NHD9-F1,ENZ_G000546,0.3814,3.99,,,,,,0,"tier3, rmsd=3.99, identity=0.381, n_ca=506",data\structures\alphafold\pdb\AF-B8NHD9-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-B8NHD9-F1_heme.pdb,4.498,1.906,3.702,506,tier3,alphafill_cif
ENZ_G000508,B8NM64,alphafill_candidate,alphafill,heme_transplant_failed,0,B8NM64-F1,5YLW,0.275281,11.3997,11.6605,0.832434,data\structures\alphafill\json\B8NM64-F1.json,data\structures\alphafill\cif\B8NM64-F1.cif,,0,All 3 templates gave tier4; best rmsd=13.45,,,,,,,,
ENZ_G000509,B8QHP1,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,B8QHP1-F1,ENZ_G000847,0.4346,4.61,1.41967,0.295694,data\structures\alphafill\json\B8QHP1-F1.json,data\structures\alphafill\cif\B8QHP1-F1.cif,,0,"tier3, rmsd=4.61, identity=0.435, n_ca=520",,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-B8QHP1-F1_heme.pdb,1.330,-4.139,1.671,520,tier3,alphafill_cif
ENZ_G000510,B8QHP3,alphafill_candidate,alphafill,downloaded_with_heme,1,B8QHP3-F1,5VEU,0.313084,3.05503,1.52501,0.377708,data\structures\alphafill\json\B8QHP3-F1.json,data\structures\alphafill\cif\B8QHP3-F1.cif,,0,,,,,,,,,
ENZ_G000511,B8QHP5,alphafill_candidate,alphafill,downloaded_with_heme,1,B8QHP5-F1,6J94,0.375,2.91512,0.80339,0.198239,data\structures\alphafill\json\B8QHP5-F1.json,data\structures\alphafill\cif\B8QHP5-F1.cif,,0,,,,,,,,,
ENZ_G000512,B8QM33,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,B8QM33-F1,ENZ_G000441,0.6707,2.46,,,,,,0,"tier2, rmsd=2.46, identity=0.671, n_ca=501",data\structures\alphafold\pdb\AF-B8QM33-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-B8QM33-F1_heme.pdb,5.286,0.314,3.206,501,tier2,alphafill_cif
ENZ_G000513,B8XX43,pcpd_predicted,pcpd_predicted,pcpd_predicted,1,,,,,,,,,pcpd/CYP79A8.pdb,0,,,,,,,,,
