uniprot_id,protein_families,cc_cofactor,xref_interpro,is_p450_by_family,is_p450_by_interpro,has_heme
A0A328HA69,6-phosphogluconate dehydrogenase family,,IPR008927;IPR013328;IPR006114;IPR006113;IPR006115;IPR006184;IPR036291;IPR006183;,False,False,False
A0A328HDZ1,"HPS/KGPDC family, HPS subfamily",,IPR017553;IPR013785;IPR041710;IPR001754;IPR011060;,False,False,False
A0A328HFZ8,Iron-sulfur dependent L-serine dehydratase family,"COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000256|ARBA:ARBA00001966, ECO:0000256|RuleBase:RU366059};",IPR029009;IPR051318;IPR004644;IPR005130;IPR005131;,False,False,False
A0A328HH60,Tetrahydrofolate dehydrogenase/cyclohydrolase family,,IPR046346;IPR036291;IPR000672;IPR020630;IPR020631;,False,False,False
A0A328HKL0,,,IPR049315;IPR020581;IPR015424;IPR015421;IPR015422;,False,False,False
A0A329Q5K7,,,,False,False,False
A0A330LFC8,ATPase alpha/beta chains family,,IPR003593;IPR055190;IPR005722;IPR050053;IPR004100;IPR036121;IPR000194;IPR024034;IPR027417;,False,False,False
A0A330LZJ2,Isocitrate and isopropylmalate dehydrogenases family,,IPR019818;IPR024084;,False,False,False
A0A332NIF2,"Aldolase class II family, MtnB subfamily",COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000256|HAMAP-Rule:MF_01677}; Note=Binds 1 zinc ion per subunit. {ECO:0000256|HAMAP-Rule:MF_01677};,IPR050197;IPR001303;IPR036409;IPR017714;,False,False,False
A0A332Q4H2,Gfo/Idh/MocA family,,IPR000683;IPR055170;IPR036291;,False,False,False
A0A334TUB5,,,,False,False,False
A0A336USX1,,,IPR046346;IPR012301;,False,False,False
A0A337S4D0,,,,False,False,False
A0A337SQ37,,,,False,False,False
A0A343A8B8,,,,False,False,False
A0A343AXU3,UDP-glycosyltransferase family,,IPR002213;IPR035595;,False,False,False
A0A343CVZ4,Complex I subunit 2 family,,IPR050175;IPR010933;IPR003917;IPR001750;,False,False,False
A0A343IQS8,Glycosyl hydrolase 1 family,,IPR001360;IPR018120;IPR033132;IPR017853;,False,False,False
A0A343J121,,,IPR016181;IPR019432;,False,False,False
A0A343VQ02,Complex I subunit 6 family,,IPR050269;,False,False,False
A0A343VTS2,CDPS family,,IPR030903;IPR038622;,False,False,False
A0A344SRB8,Group II decarboxylase family,"COFACTOR: Name=pyridoxal 5'-phosphate; Xref=ChEBI:CHEBI:597326; Evidence={ECO:0000256|ARBA:ARBA00001933, ECO:0000256|PIRSR:PIRSR602129-50, ECO:0000256|RuleBase:RU000382};",IPR010107;IPR002129;IPR015424;IPR015421;,False,False,False
A0A345BEL0,FaeC family,,IPR029058;IPR035971;IPR000254;IPR043595;IPR001375;,False,False,False
A0A345DKQ5,HMG-CoA reductase family,,IPR002202;IPR023074;IPR023076;IPR004554;IPR023282;IPR009023;IPR009029;,False,False,False
A0A345FZK9,"Phospholipase D family, C2-PLD subfamily",COFACTOR: Name=Ca(2+); Xref=ChEBI:CHEBI:29108; Evidence={ECO:0000256|ARBA:ARBA00001913};,IPR000008;IPR035892;IPR001736;IPR015679;IPR011402;,False,False,False
A0A345GNZ2,,,IPR051981;IPR029044;,False,False,False
A0A346AFN7,,,,False,False,False
A0A346FEE5,Plant acyltransferase family,,IPR023213;IPR050317;,False,False,False
A0A346FEE6,Plant acyltransferase family,,IPR023213;IPR050317;,False,False,False
A0A346FH09,,,IPR014895;IPR013320;,False,False,False
A0A346FQ22,Phytoene/squalene synthase family,,IPR008949;IPR002060;IPR006449;IPR044844;,False,False,False
A0A346QPQ2,"GHMP kinase family, Mevalonate kinase subfamily",,IPR016005;IPR013750;IPR036554;IPR035102;IPR020568;IPR014721;,False,False,False
A0A346RSL2,ACC deaminase/D-cysteine desulfhydrase family,COFACTOR: Name=pyridoxal 5'-phosphate; Xref=ChEBI:CHEBI:597326; Evidence={ECO:0000256|ARBA:ARBA00001933};,IPR027278;IPR001926;IPR036052;,False,False,False
A0A346RTZ3,,,IPR001986;IPR036968;IPR023193;IPR013792;,False,False,False
A0A346TL37,"PI3/PI4-kinase family, Type II PI4K subfamily",,IPR044571;IPR000403;,False,False,False
A0A346XR64,UDP-glycosyltransferase family,,IPR002213;,False,False,False
A0A348AUV5,Terpene synthase family,COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250|UniProtKB:Q40577}; Note=Binds 3 Mg(2+) ions per subunit. {ECO:0000250|UniProtKB:Q40577};,IPR008949;IPR034741;IPR044814;IPR001906;IPR036965;IPR050148;IPR005630;IPR008930;,False,False,False
A0A348HAP4,DUTPase family,"COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000256|ARBA:ARBA00001946, ECO:0000256|RuleBase:RU367024};",IPR008181;IPR029054;IPR036157;IPR033704;,False,False,False
A0A348WJ55,TPP enzyme family,COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000256|ARBA:ARBA00001946}; COFACTOR: Name=thiamine diphosphate; Xref=ChEBI:CHEBI:58937; Evidence={ECO:0000256|ARBA:ARBA00001964};,IPR029035;IPR017820;IPR029061;IPR012000;IPR012001;IPR000399;IPR045229;IPR011766;,False,False,False
A0A357ZUA8,,,,False,False,False
A0A364L6M1,Glycosyl hydrolase 3 family,,IPR044993;IPR026891;IPR002772;IPR036881;IPR001764;IPR036962;IPR017853;IPR013783;,False,False,False
A0A364MQ00,,,IPR008928;IPR012341;IPR016007;IPR035396;IPR035398;IPR013737;IPR013783;IPR008902;,False,False,False
A0A364UNM4,D-isomer specific 2-hydroxyacid dehydrogenase family,,IPR006139;IPR029753;IPR029752;IPR006140;IPR036291;,False,False,False
A0A366IWR5,,,,False,False,False
A0A366J1T5,,,,False,False,False
A0A366WKP1,,"COFACTOR: Name=Ca(2+); Xref=ChEBI:CHEBI:29108; Evidence={ECO:0000256|ARBA:ARBA00001913, ECO:0000256|PIRSR:PIRSR605959-3}; COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000256|ARBA:ARBA00001946, ECO:0000256|PIRSR:PIRSR605959-3};",IPR005959;IPR011234;IPR036663;IPR015377;IPR036462;,False,False,False
A0A366YE26,,,,False,False,False
A0A366YNK6,,"COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000256|ARBA:ARBA00001946, ECO:0000256|PIRSR:PIRSR000156-1}; COFACTOR: Name=thiamine diphosphate; Xref=ChEBI:CHEBI:58937; Evidence={ECO:0000256|ARBA:ARBA00001964, ECO:0000256|PIRNR:PIRNR000156};",IPR035807;IPR051157;IPR004660;IPR041621;IPR029061;IPR009014;IPR055152;IPR005474;,False,False,False
A0A366YTV9,,,IPR013108;IPR011059;IPR032466;IPR051781;IPR012696;,False,False,False
A0A367CF65,Alpha-acetolactate decarboxylase family,,IPR005128;,False,False,False
A0A367KWJ7,Kynureninase family,"COFACTOR: Name=pyridoxal 5'-phosphate; Xref=ChEBI:CHEBI:597326; Evidence={ECO:0000256|HAMAP-Rule:MF_03017, ECO:0000256|PIRNR:PIRNR038800};",IPR010111;IPR015424;IPR015421;IPR015422;,False,False,False
A0A367KYC7,Aldose epimerase family,,IPR018052;IPR015443;IPR008183;IPR011013;IPR047215;IPR014718;,False,False,False
A0A367LV16,,,IPR051602;IPR013815;IPR005479;,False,False,False
A0A367LW71,Pterin-4-alpha-carbinolamine dehydratase family,,IPR036428;IPR050376;IPR001533;,False,False,False
A0A367M4L1,Carbamate kinase family,,IPR036393;IPR001048;IPR003964;,False,False,False
A0A367M4V3,PNP/MTAP phosphorylase family,,IPR010044;IPR000845;IPR035994;IPR018099;,False,False,False
A0A367M6K6,Succinate/malate CoA ligase alpha subunit family,,IPR017440;IPR033847;IPR003781;IPR005810;IPR036291;IPR005811;IPR016102;,False,False,False
A0A367MG46,PanD family,"COFACTOR: Name=pyruvate; Xref=ChEBI:CHEBI:15361; Evidence={ECO:0000256|HAMAP-Rule:MF_00446, ECO:0000256|PIRSR:PIRSR006246-1}; Note=Binds 1 pyruvoyl group covalently per subunit. {ECO:0000256|HAMAP-Rule:MF_00446, ECO:0000256|PIRSR:PIRSR006246-1};",IPR009010;IPR003190;,False,False,False
A0A367PAY3,Biopterin-dependent aromatic amino acid hydroxylase family,"COFACTOR: Name=Fe(2+); Xref=ChEBI:CHEBI:29033; Evidence={ECO:0000256|ARBA:ARBA00001954, ECO:0000256|PIRSR:PIRSR601273-2};",IPR001273;IPR018301;IPR036951;IPR036329;IPR019774;IPR005960;,False,False,False
A0A367PBS9,Intradiol ring-cleavage dioxygenase family,COFACTOR: Name=Fe(3+); Xref=ChEBI:CHEBI:29034; Evidence={ECO:0000256|ARBA:ARBA00001965};,IPR007535;IPR012801;IPR000627;IPR015889;IPR050770;,False,False,False
A0A367PDP8,Class-I DAHP synthase family,,IPR013785;IPR006218;IPR006219;,False,False,False
A0A367PEZ0,D-(-)-3-hydroxybutyrate oligomer hydrolase family,,IPR016582;,False,False,False
A0A367PFN1,NadC/ModD family,,IPR013785;IPR004393;IPR027277;IPR036068;IPR037128;IPR002638;IPR022412;,False,False,False
A0A367PG00,Phosphoribulokinase family,,IPR027417;IPR006082;IPR006083;,False,False,False
A0A367PGE8,Class-III pyridoxal-phosphate-dependent aminotransferase family,COFACTOR: Name=pyridoxal 5'-phosphate; Xref=ChEBI:CHEBI:597326; Evidence={ECO:0000256|ARBA:ARBA00001933};,IPR004632;IPR005814;IPR049704;IPR050103;IPR015424;IPR015421;IPR015422;,False,False,False
A0A367PI39,Short-chain dehydrogenases/reductases (SDR) family,,IPR047686;IPR036291;IPR020904;IPR002347;,False,False,False
A0A367PK51,Class-I pyridine nucleotide-disulfide oxidoreductase family,"COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000256|PIRSR:PIRSR000350-3, ECO:0000256|RuleBase:RU003692}; Note=Binds 1 FAD per subunit. {ECO:0000256|PIRSR:PIRSR000350-3, ECO:0000256|RuleBase:RU003692};",IPR050151;IPR036188;IPR023753;IPR016156;IPR006258;IPR001100;IPR004099;IPR012999;,False,False,False
A0A367PLQ5,"Prokaryotic molybdopterin-containing oxidoreductase family, NasA/NapA/NarB subfamily",COFACTOR: Name=Mo-bis(molybdopterin guanine dinucleotide); Xref=ChEBI:CHEBI:60539; Evidence={ECO:0000256|HAMAP-Rule:MF_01630}; Note=Binds 1 molybdenum-bis(molybdopterin guanine dinucleotide) (Mo-bis-MGD) cofactor per subunit. {ECO:0000256|HAMAP-Rule:MF_01630}; COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000256|HAMAP-Rule:MF_01630}; Note=Binds 1 [4Fe-4S] cluster. {ECO:0000256|HAMAP-Rule:MF_01630};,IPR009010;IPR041957;IPR006657;IPR006656;IPR006963;IPR027467;IPR010051;IPR050123;IPR006311;IPR019546;,False,False,False
A0A367PNT5,Short-chain dehydrogenases/reductases (SDR) family,,IPR011283;IPR057326;IPR036291;IPR020904;IPR050259;IPR002347;,False,False,False
A0A368QIL8,PEP-utilizing enzyme family,"COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000256|ARBA:ARBA00001946, ECO:0000256|PIRNR:PIRNR000853, ECO:0000256|PIRSR:PIRSR000853-3};",IPR013815;IPR008279;IPR018274;IPR000121;IPR023151;IPR036637;IPR002192;IPR010121;IPR015813;IPR040442;,False,False,False
A0A369F6F4,,,,False,False,False
A0A369FE84,,,,False,False,False
A0A369FZ97,"Class-III pyridoxal-phosphate-dependent aminotransferase family, Putrescine aminotransferase subfamily","COFACTOR: Name=pyridoxal 5'-phosphate; Xref=ChEBI:CHEBI:597326; Evidence={ECO:0000256|ARBA:ARBA00001933, ECO:0000256|HAMAP-Rule:MF_01276};",IPR005814;IPR049704;IPR050103;IPR017747;IPR015424;IPR015421;IPR015422;,False,False,False
A0A369HSE5,,,,False,False,False
A0A369U0C5,,,,False,False,False
A0A369U2N5,,,,False,False,False
A0A369VBR6,Kynureninase family,"COFACTOR: Name=pyridoxal 5'-phosphate; Xref=ChEBI:CHEBI:597326; Evidence={ECO:0000256|HAMAP-Rule:MF_01970, ECO:0000256|PIRNR:PIRNR038800};",IPR010111;IPR015424;IPR015421;IPR015422;,False,False,False
A0A369WM79,,,,False,False,False
A0A370FZT7,Bacterial two-domain DSD family,COFACTOR: Name=a divalent metal cation; Xref=ChEBI:CHEBI:60240; Evidence={ECO:0000256|HAMAP-Rule:MF_02238};,IPR043700;IPR029068;IPR050312;IPR037523;IPR036237;IPR013022;,False,False,False
A0A371BXX3,Acyl-CoA oxidase family,COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000256|ARBA:ARBA00001974};,IPR055060;IPR006091;IPR046373;IPR012258;IPR002655;IPR036250;IPR009100;,False,False,False
A0A371C3K6,"PPP phosphatase family, PP-5 (PP-T) subfamily",COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000256|ARBA:ARBA00001946}; COFACTOR: Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000256|ARBA:ARBA00001936};,IPR004843;IPR029052;IPR041753;IPR013235;IPR051134;IPR006186;IPR011990;IPR019734;,False,False,False
A0A371C404,Glycosyl hydrolase 18 family,,IPR045321;IPR001223;IPR001579;IPR017853;IPR050542;,False,False,False
A0A371C5J2,FBPase class 1 family,COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000256|ARBA:ARBA00001946};,IPR044015;IPR000146;IPR033391;IPR028343;IPR020548;,False,False,False
A0A371C6L4,"Cation transport ATPase (P-type) (TC 3.A.3) family, Type IIIA subfamily",,IPR004014;IPR023299;IPR018303;IPR023298;IPR008250;IPR036412;IPR023214;IPR006534;IPR001757;IPR044492;,False,False,False
A0A371CG39,Isocitrate and isopropylmalate dehydrogenases family,"COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000256|PIRNR:PIRNR000108, ECO:0000256|PIRSR:PIRSR000108-3}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000256|PIRNR:PIRNR000108, ECO:0000256|PIRSR:PIRSR000108-3}; Note=Binds 1 Mg(2+) or Mn(2+) ion per subunit. {ECO:0000256|PIRNR:PIRNR000108, ECO:0000256|PIRSR:PIRSR000108-3}; COFACTOR: Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000256|ARBA:ARBA00001936};",IPR019818;IPR004790;IPR024084;,False,False,False
A0A371QW48,"DeoC/FbaB aldolase family, DeoC type 1 subfamily",,IPR013785;IPR011343;IPR002915;IPR028581;,False,False,False
A0A371QX79,Citrate synthase family,,IPR011278;IPR016142;IPR016143;IPR002020;IPR024176;IPR036969;,False,False,False
A0A371QYP4,NDK family,COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000256|ARBA:ARBA00001946};,IPR034907;IPR036850;IPR023005;,False,False,False
A0A371R1U0,Pyruvate kinase family,,IPR001697;IPR015813;IPR040442;IPR011037;IPR015793;IPR015795;IPR036918;IPR015806;,False,False,False
A0A371R3U0,AOR/FOR family,COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000256|ARBA:ARBA00001966}; COFACTOR: Name=tungstopterin; Xref=ChEBI:CHEBI:30402; Evidence={ECO:0000256|ARBA:ARBA00049934};,IPR013984;IPR013985;IPR013983;IPR036503;IPR001203;IPR036021;IPR051919;,False,False,False
A0A371R4L7,Disproportionating enzyme family,,IPR003385;IPR017853;,False,False,False
A0A371R7F0,ATP-dependent AMP-binding enzyme family,COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000256|HAMAP-Rule:MF_01123};,IPR011904;IPR032387;IPR025110;IPR045851;IPR020845;IPR000873;IPR042099;,False,False,False
A0A373FKT0,"Thymidylate synthase family, Bacterial-type ThyA subfamily",,IPR045097;IPR023451;IPR036926;IPR000398;IPR020940;,False,False,False
A0A373FQW8,Class-I DAHP synthase family,,IPR013785;IPR006218;IPR006219;,False,False,False
A0A373FUL7,Aldo/keto reductase family,,IPR020471;IPR018170;IPR023210;IPR036812;,False,False,False
A0A374SY90,Glutamine synthetase family,COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000256|PIRSR:PIRSR604809-3}; Note=Binds 2 Mg(2+) ions per subunit. {ECO:0000256|PIRSR:PIRSR604809-3};,IPR008147;IPR036651;IPR014746;IPR008146;IPR027303;IPR004809;IPR027302;,False,False,False
A0A375FTI2,"CoA-transferase III family, Frc subfamily",,IPR050483;IPR003673;IPR044855;IPR023606;IPR017659;,False,False,False
A0A375FYT3,TPP enzyme family,,IPR029035;IPR006397;IPR029061;IPR012000;IPR012001;IPR045229;IPR011766;,False,False,False
A0A376CXD5,Sulfatase family,COFACTOR: Name=Ca(2+); Xref=ChEBI:CHEBI:29108; Evidence={ECO:0000256|ARBA:ARBA00001913};,IPR017850;IPR050738;IPR024607;IPR000917;,False,False,False
A0A376DB92,Peptidase M24A family,"COFACTOR: Name=Co(2+); Xref=ChEBI:CHEBI:48828; Evidence={ECO:0000256|RuleBase:RU003653}; Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000256|RuleBase:RU003653}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000256|RuleBase:RU003653}; Name=Fe(2+); Xref=ChEBI:CHEBI:29033; Evidence={ECO:0000256|RuleBase:RU003653}; Note=Binds 2 divalent metal cations per subunit. Has a high-affinity and a low affinity metal-binding site. The true nature of the physiological cofactor is under debate. The enzyme is active with cobalt, zinc, manganese or divalent iron ions. {ECO:0000256|RuleBase:RU003653};",IPR036005;IPR000994;IPR001714;IPR002467;,False,False,False
A0A376FV68,,,IPR030395;IPR017946;,False,False,False
A0A376GZD4,Peptidase C59 family,,IPR029132;IPR029055;IPR052193;,False,False,False
A0A376H4I8,Glycosyl hydrolase 73 family,,IPR007921;IPR002901;IPR038765;,False,False,False
A0A376HL50,Asparaginase 1 family,,IPR004550;IPR036152;IPR006034;IPR020827;IPR027475;IPR040919;IPR027473;IPR027474;IPR037152;,False,False,False
A0A376HNH2,,,,False,False,False
A0A376HP31,,,IPR029062;IPR017283;IPR050325;,False,False,False
A0A376HP96,Diol/glycerol dehydratase large subunit family,COFACTOR: Name=adenosylcob(III)alamin; Xref=ChEBI:CHEBI:18408; Evidence={ECO:0000256|PIRNR:PIRNR018507};,IPR016176;IPR036999;IPR003206;,False,False,False
A0A376HRN1,"Transketolase family, DXPS subfamily",COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000256|HAMAP-Rule:MF_00315}; Note=Binds 1 Mg(2+) ion per subunit. {ECO:0000256|HAMAP-Rule:MF_00315}; COFACTOR: Name=thiamine diphosphate; Xref=ChEBI:CHEBI:58937; Evidence={ECO:0000256|HAMAP-Rule:MF_00315}; Note=Binds 1 thiamine pyrophosphate per subunit. {ECO:0000256|HAMAP-Rule:MF_00315};,IPR005477;IPR029061;IPR009014;IPR005475;IPR020826;IPR033248;IPR049557;,False,False,False
A0A376IL57,,,IPR051207;IPR001509;IPR036291;,False,False,False
A0A376JBK7,,,,False,False,False
A0A376JKQ6,,,,False,False,False
A0A376JXX8,,,IPR001986;IPR036968;IPR023193;IPR013792;,False,False,False
A0A376K099,,,IPR009045;IPR013230;,False,False,False
A0A376K2W3,Nudix hydrolase family,COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000256|ARBA:ARBA00001946};,IPR047127;IPR020476;IPR015797;IPR020084;IPR000086;,False,False,False
A0A376KM47,Peptidase M24B family,COFACTOR: Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000256|ARBA:ARBA00001936};,IPR007865;IPR029149;IPR036005;IPR000994;IPR001714;IPR001131;IPR052433;,False,False,False
A0A376KNK4,,,IPR051705;IPR005494;IPR038765;IPR016185;,False,False,False
A0A376KPF2,,,IPR000924;IPR020058;IPR049940;IPR014729;,False,False,False
A0A376KQ28,,,IPR029062;IPR017926;IPR001674;IPR004739;IPR022955;IPR025777;IPR022310;IPR014729;,False,False,False
A0A376KSL0,,,IPR029063;IPR010233;,False,False,False
A0A376KZC3,Alkaline phosphatase family,COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000256|PIRSR:PIRSR601952-2}; Note=Binds 1 Mg(2+) ion. {ECO:0000256|PIRSR:PIRSR601952-2}; COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000256|PIRSR:PIRSR601952-2}; Note=Binds 2 Zn(2+) ions. {ECO:0000256|PIRSR:PIRSR601952-2};,IPR001952;IPR018299;IPR017850;,False,False,False
A0A376L0J0,D-alanine--D-alanine ligase family,COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000256|ARBA:ARBA00001946}; COFACTOR: Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000256|ARBA:ARBA00001936};,IPR011761;IPR000291;IPR011095;,False,False,False
A0A376L0T1,,,IPR036291;IPR028939;,False,False,False
A0A376L1S4,ATPase alpha/beta chains family,,IPR050053;IPR000194;IPR027417;,False,False,False
A0A376L2C2,,,IPR027432;,False,False,False
A0A376L7I7,NAPRTase family,,IPR041525;IPR006406;IPR007229;IPR036068;,False,False,False
A0A376L9X9,,,IPR045175;IPR007484;,False,False,False
A0A376LB19,,,IPR050793;IPR003329;IPR029044;IPR036514;,False,False,False
A0A376LCY5,FPP/GGPP synthase family,COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000256|ARBA:ARBA00001946};,IPR008949;IPR000092;,False,False,False
A0A376LFE8,,,,False,False,False
A0A376LFJ7,,,IPR013149;IPR020843;IPR011032;IPR036291;IPR002364;,False,False,False
A0A376LFM1,,,IPR017896;IPR017900;IPR050954;,False,False,False
A0A376LIE8,,,IPR016161;IPR016163;IPR016162;IPR020593;IPR000965;,False,False,False
A0A376LN43,Class-I aminoacyl-tRNA synthetase family,,IPR001278;IPR035684;IPR008909;IPR014729;IPR009080;,False,False,False
A0A376LWT3,,,IPR001763;IPR036873;IPR001307;IPR045078;,False,False,False
A0A376MBN8,,,IPR043129;IPR000600;IPR049874;,False,False,False
A0A376MCS7,"DeoC/FbaB aldolase family, DeoC type 2 subfamily",,IPR013785;IPR011343;IPR002915;IPR023649;,False,False,False
A0A376MJT6,,,IPR052034;IPR036136;,False,False,False
A0A376MR30,Nudix hydrolase family,"COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000256|ARBA:ARBA00001946, ECO:0000256|PIRSR:PIRSR603561-2};",IPR003561;IPR047127;IPR020476;IPR015797;IPR020084;IPR000086;,False,False,False
A0A376MW29,Glutamyl-tRNA reductase family,,IPR000343;IPR015895;IPR018214;IPR036343;IPR036291;IPR006151;,False,False,False
A0A376MWY9,"Ribose-phosphate pyrophosphokinase family, Class I subfamily",COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000256|HAMAP-Rule:MF_00583}; Note=Binds 2 Mg(2+) ions per subunit. {ECO:0000256|HAMAP-Rule:MF_00583};,IPR000842;IPR029099;IPR000836;IPR029057;IPR005946;IPR037515;,False,False,False
A0A376NFZ1,,,,False,False,False
A0A376NYE8,,,IPR029058;IPR002925;IPR051049;,False,False,False
A0A376NYR8,,,IPR006679;IPR026912;IPR006680;IPR032466;,False,False,False
A0A376P011,,COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000256|PIRSR:PIRSR600715-1};,IPR000715;,False,False,False
A0A376P2T0,"Peroxiredoxin family, AhpC/Prx1 subfamily",,IPR017559;IPR000866;IPR050217;IPR024706;IPR019479;IPR036249;IPR013766;,False,False,False
A0A376P395,"GHMP kinase family, GalK subfamily",,IPR000705;IPR022963;IPR019539;IPR013750;IPR036554;IPR006204;IPR006203;IPR006206;IPR020568;IPR014721;,False,False,False
A0A376P4X8,Glycosyl hydrolase 3 family,,IPR019800;IPR001764;IPR036962;IPR017853;IPR050226;,False,False,False
A0A376PVX6,Acetyltransferase family,,IPR016181;IPR000182;,False,False,False
A0A376RAK6,Mannitol dehydrogenase family,,IPR008927;IPR013328;IPR023028;IPR000669;IPR013118;IPR023027;IPR013131;IPR036291;,False,False,False
A0A376RB94,,,IPR003439;IPR047641;IPR027417;,False,False,False
A0A376RD85,"Metallo-dependent hydrolases superfamily, Hydantoinase/dihydropyrimidinase family",COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000256|ARBA:ARBA00001947};,IPR006680;IPR011778;IPR011059;IPR032466;IPR050378;,False,False,False
A0A376RFW4,Complex I subunit 1 family,,IPR001694;,False,False,False
A0A376RGY3,,,IPR020103;IPR020094;,False,False,False
A0A376RHE3,ATP-dependent AMP-binding enzyme family,,IPR020845;IPR000873;IPR050237;,False,False,False
A0A376RHY5,"Metallo-dependent hydrolases superfamily, Phosphotriesterase family",,IPR032466;IPR001559;,False,False,False
A0A376RPB4,,,IPR050448;,False,False,False
A0A376RPC2,Aldehyde dehydrogenase family,,IPR016161;IPR016162;IPR015590;,False,False,False
A0A376RPH2,,,IPR004183;,False,False,False
A0A376RPP5,,,IPR012707;IPR011701;IPR020846;IPR036259;,False,False,False
A0A376RQD6,,,IPR004276;,False,False,False
A0A376RQP3,L-ribulose-5-phosphate 3-epimerase family,,IPR004560;IPR023492;IPR050417;IPR036237;IPR013022;,False,False,False
A0A376RRM4,"Acetylglutamate kinase family, ArgB subfamily",,IPR036393;IPR004662;IPR037528;IPR001048;,False,False,False
A0A376S8R2,"Class-II aminoacyl-tRNA synthetase family, Phe-tRNA synthetase alpha subunit type 1 subfamily",COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000256|HAMAP-Rule:MF_00281}; Note=Binds 2 magnesium ions per tetramer. {ECO:0000256|HAMAP-Rule:MF_00281};,IPR006195;IPR045864;IPR004529;IPR022911;IPR002319;,False,False,False
