enzyme_index,enzyme_input_id,global_enzyme_id,canonical_uniprot_id,receptor_status,enzyme_batch,has_heme,quality_tier,existing_pdb_path,alphafill_cif_path,heme_transplant_pdb_path,alphafold_pdb_path,heme_fe_x,heme_fe_y,heme_fe_z
405,A0A9E7S4M4,ENZ_G000406,A0A9E7S4M4,heme_transplanted,batch_1,1,tier2,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A9E7S4M4-F1_heme.pdb,data\structures\alphafold\pdb\AF-A0A9E7S4M4-F1.pdb,4.634,-1.885,2.386
406,A0A9E9NIU8,ENZ_G000407,A0A9E9NIU8,alphafill_not_found,batch_2,0,,,,,,-0.388,-3.686,-2.229
407,A0A9R1GVQ2,ENZ_G000408,A0A9R1GVQ2,heme_transplanted,batch_1,1,tier1,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A9R1GVQ2-F1_heme.pdb,data\structures\alphafold\pdb\AF-A0A9R1GVQ2-F1.pdb,3.839,1.649,2.072
408,A0A9R1H164,ENZ_G000409,A0A9R1H164,heme_transplanted,batch_1,1,tier1,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A9R1H164-F1_heme.pdb,data\structures\alphafold\pdb\AF-A0A9R1H164-F1.pdb,4.896,-0.422,0.942
409,A0A9R1HR40,ENZ_G000410,A0A9R1HR40,heme_transplanted,batch_1,1,tier1,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A9R1HR40-F1_heme.pdb,data\structures\alphafold\pdb\AF-A0A9R1HR40-F1.pdb,5.026,-0.622,1.109
410,A0A9R1JP37,ENZ_G000411,A0A9R1JP37,heme_transplanted,batch_1,1,tier1,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A9R1JP37-F1_heme.pdb,data\structures\alphafold\pdb\AF-A0A9R1JP37-F1.pdb,4.844,-1.463,1.887
411,A0A9R1K5W7,ENZ_G000412,A0A9R1K5W7,heme_transplanted,batch_1,1,tier1,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A9R1K5W7-F1_heme.pdb,data\structures\alphafold\pdb\AF-A0A9R1K5W7-F1.pdb,4.116,1.045,2.028
412,A0A9R1KD15,ENZ_G000413,A0A9R1KD15,heme_transplanted,batch_1,1,tier1,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A9R1KD15-F1_heme.pdb,data\structures\alphafold\pdb\AF-A0A9R1KD15-F1.pdb,3.557,2.284,2.06
413,A0A9Y1E1K8,ENZ_G000414,A0A9Y1E1K8,heme_transplanted,batch_1,1,tier3,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A9Y1E1K8-F1_heme.pdb,data\structures\alphafold\pdb\AF-A0A9Y1E1K8-F1.pdb,3.147,-2.383,0.604
414,A0A9Y1LLN2,ENZ_G000415,A0A9Y1LLN2,heme_transplanted,batch_1,1,tier2,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0A9Y1LLN2-F1_heme.pdb,data\structures\alphafold\pdb\AF-A0A9Y1LLN2-F1.pdb,6.176,0.878,4.556
415,A0AA51VJB7,ENZ_G000416,A0AA51VJB7,heme_transplanted,batch_1,1,tier1,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0AA51VJB7-F1_heme.pdb,data\structures\alphafold\pdb\AF-A0AA51VJB7-F1.pdb,-8.382,4.858,-5.169
416,A0AAJ6N6I0,ENZ_G000417,A0AAJ6N6I0,experimental_pdb,batch_1,1,,s1_rcsb/8JNQ,,,,2.075,28.487,14.133
417,A0AAW1JA93,ENZ_G000418,A0AAW1JA93,heme_transplanted,batch_1,1,tier2,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0AAW1JA93-F1_heme.pdb,data\structures\alphafold\pdb\AF-A0AAW1JA93-F1.pdb,3.781,5.552,1.562
418,A0AAW1NEA3,ENZ_G000419,A0AAW1NEA3,heme_transplanted,batch_1,1,tier1,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0AAW1NEA3-F1_heme.pdb,data\structures\alphafold\pdb\AF-A0AAW1NEA3-F1.pdb,0.018,0.952,-0.665
419,A0AAX7FLX8,ENZ_G000420,A0AAX7FLX8,experimental_pdb,batch_1,1,,s1_rcsb/8U1I,,,,8.164,6.833,8.003
420,A0MAV5,ENZ_G000421,A0MAV5,heme_transplanted,batch_1,1,tier1,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0MAV5-F1_heme.pdb,data\structures\alphafold\pdb\AF-A0MAV5-F1.pdb,-0.351,5.387,-0.356
421,A0MAV6,ENZ_G000422,A0MAV6,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\A0MAV6-F1.cif,,,-3.91,-3.706,-3.599
422,A0PUV7,ENZ_G000423,A0PUV7,experimental_pdb,batch_1,1,,s1_rcsb/7SH5,,,,4.477,10.96,25.401
423,A0R4Q6,ENZ_G000424,A0R4Q6,experimental_pdb,batch_1,1,,s1_rcsb/2YOO,,,,41.531,0.471,-23.812
424,A0R4Y3,ENZ_G000425,A0R4Y3,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\A0R4Y3-F1.cif,,,-5.718,-1.824,-5.828
425,A0ZS62,ENZ_G000426,A0ZS62,heme_transplanted,batch_1,1,tier3,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0ZS62-F1_heme.pdb,data\structures\alphafold\pdb\AF-A0ZS62-F1.pdb,3.169,-0.532,3.191
426,A0ZS63,ENZ_G000427,A0ZS63,heme_transplanted,batch_1,1,tier3,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A0ZS63-F1_heme.pdb,data\structures\alphafold\pdb\AF-A0ZS63-F1.pdb,5.14,0.05,2.326
427,A1BQV1,ENZ_G000428,A1BQV1,heme_transplanted,batch_1,1,tier2,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A1BQV1-F1_heme.pdb,data\structures\alphafold\pdb\AF-A1BQV1-F1.pdb,2.725,0.568,1.029
428,A1CFL5,ENZ_G000429,A1CFL5,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\A1CFL5-F1.cif,,,4.074,2.042,2.799
429,A1CFL6,ENZ_G000430,A1CFL6,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\A1CFL6-F1.cif,,,4.568,0.661,2.139
430,A1DN29,ENZ_G000431,A1DN29,heme_transplant_failed,batch_2,0,,,,data\structures\heme_transplant\pdb\ENZ_G000431_heme.pdb,data\structures\alphafold\pdb\AF-A1DN29-F1.pdb,7.939,4.82,-2.206
431,A1L3S6,ENZ_G000432,A1L3S6,heme_transplanted,batch_1,1,tier1,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A1L3S6-F1_heme.pdb,data\structures\alphafold\pdb\AF-A1L3S6-F1.pdb,2.61,2.67,1.988
432,A1XBC6,ENZ_G000433,A1XBC6,heme_transplanted,batch_1,1,tier1,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A1XBC6-F1_heme.pdb,data\structures\alphafold\pdb\AF-A1XBC6-F1.pdb,3.536,0.251,2.694
433,A1XEK4,ENZ_G000434,A1XEK4,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\A1XEK4-F1.cif,,,-1.508,4.684,-0.522
434,A1YJE2,ENZ_G000435,A1YJE2,heme_transplanted,batch_1,1,tier3,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A1YJE2-F1_heme.pdb,data\structures\alphafold\pdb\AF-A1YJE2-F1.pdb,3.476,3.407,2.659
435,A1YJE3,ENZ_G000436,A1YJE3,heme_transplanted,batch_1,1,tier3,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A1YJE3-F1_heme.pdb,data\structures\alphafold\pdb\AF-A1YJE3-F1.pdb,3.73,2.637,2.877
436,A2A974,ENZ_G000437,A2A974,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\A2A974-F1.cif,,,-2.466,-3.627,-2.79
437,A2QBE8,ENZ_G000438,A2QBE8,heme_transplanted,batch_1,1,tier1,,data\structures\alphafill\cif\A2QBE8-F1.cif,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A2QBE8-F1_heme.pdb,,7.661,4.932,2.859
438,A2QK67,ENZ_G000439,A2QK67,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\A2QK67-F1.cif,,,-3.265,-3.955,-3.378
439,A2QLV1,ENZ_G000440,A2QLV1,heme_transplanted,batch_1,1,tier3,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A2QLV1-F1_heme.pdb,data\structures\alphafold\pdb\AF-A2QLV1-F1.pdb,-11.787,4.533,10.193
440,A2QTW5,ENZ_G000441,A2QTW5,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\A2QTW5-F1.cif,,,4.812,-0.952,3.519
441,A2R6G9,ENZ_G000442,A2R6G9,heme_transplanted,batch_1,1,tier2,,data\structures\alphafill\cif\A2R6G9-F1.cif,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A2R6G9-F1_heme.pdb,,-0.82,2.849,-5.797
442,A2RRT9,ENZ_G000443,A2RRT9,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\A2RRT9-F1.cif,,,3.284,-3.018,4.177
443,A2TEF2,ENZ_G000444,A2TEF2,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\A2TEF2-F1.cif,,,-1.185,4.305,0.142
444,A2WS96,ENZ_G000445,A2WS96,heme_transplanted,batch_1,1,tier2,,data\structures\alphafill\cif\A2WS96-F1.cif,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A2WS96-F1_heme.pdb,,-6.114,-1.58,1.385
445,A2Z212,ENZ_G000446,A2Z212,pcpd_predicted,batch_1,1,,pcpd/CYP707A7.pdb,,,,56.036,-7.56,11.237
446,A3A871,ENZ_G000447,A3A871,pcpd_predicted,batch_1,1,,pcpd/CYP71Z6.pdb,,,,56.192,-6.755,11.768
447,A3KLR7,ENZ_G000448,A3KLR7,heme_transplanted,batch_1,1,tier2,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A3KLR7-F1_heme.pdb,data\structures\alphafold\pdb\AF-A3KLR7-F1.pdb,3.769,-2.061,2.389
448,A5BFI4,ENZ_G000449,A5BFI4,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\A5BFI4-F1.cif,,,-3.411,-1.662,-5.489
449,A5LGW8,ENZ_G000450,A5LGW8,heme_transplanted,batch_1,1,tier2,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A5LGW8-F1_heme.pdb,data\structures\alphafold\pdb\AF-A5LGW8-F1.pdb,3.983,-0.257,2.345
450,A6YIH8,ENZ_G000451,A6YIH8,heme_transplanted,batch_1,1,tier1,,data\structures\alphafill\cif\A6YIH8-F1.cif,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A6YIH8-F1_heme.pdb,,1.142,1.76,3.591
451,A7HP72,ENZ_G000452,A7HP72,heme_transplant_failed,batch_2,0,,,,data\structures\heme_transplant\pdb\ENZ_G000452_heme.pdb,data\structures\alphafold\pdb\AF-A7HP72-F1.pdb,-9.556,8.837,-6.981
452,A7KMF3,ENZ_G000453,A7KMF3,heme_transplanted,batch_1,1,tier3,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A7KMF3-F1_heme.pdb,data\structures\alphafold\pdb\AF-A7KMF3-F1.pdb,3.379,-3.554,2.121
453,A7U483,ENZ_G000454,A7U483,experimental_pdb,batch_1,1,,s1_rcsb/4R21,,,,13.168,4.353,0.546
454,A7XY79,ENZ_G000455,A7XY79,heme_transplanted,batch_1,1,tier1,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A7XY79-F1_heme.pdb,data\structures\alphafold\pdb\AF-A7XY79-F1.pdb,-1.558,5.596,-1.048
455,A8C7R4,ENZ_G000456,A8C7R4,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\A8C7R4-F1.cif,,,3.446,-3.911,4.463
456,A8CBS0,ENZ_G000457,A8CBS0,heme_transplanted,batch_1,1,tier2,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A8CBS0-F1_heme.pdb,data\structures\alphafold\pdb\AF-A8CBS0-F1.pdb,3.085,-2.602,2.681
457,A8CDR5,ENZ_G000458,A8CDR5,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\A8CDR5-F1.cif,,,-7.964,1.862,-5.662
458,A8DBU6,ENZ_G000459,A8DBU6,heme_transplanted,batch_1,1,tier3,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A8DBU6-F1_heme.pdb,data\structures\alphafold\pdb\AF-A8DBU6-F1.pdb,-3.043,-5.249,-0.84
459,A8NCK4,ENZ_G000460,A8NCK4,heme_transplanted,batch_1,1,tier3,,data\structures\alphafill\cif\A8NCK4-F1.cif,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A8NCK4-F1_heme.pdb,,4.064,1.203,1.884
460,A8NCK6,ENZ_G000461,A8NCK6,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\A8NCK6-F1.cif,,,1.014,-3.432,2.335
461,A8WGA0,ENZ_G000462,A8WGA0,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\A8WGA0-F1.cif,,,-6.898,-0.204,-5.592
462,A9ERX9,ENZ_G000463,A9ERX9,experimental_pdb,batch_1,1,,s1_rcsb/6GK6,,,,44.055,4.312,17.131
463,A9F9S4,ENZ_G000464,A9F9S4,heme_transplant_failed,batch_2,0,,,,,data\structures\alphafold\pdb\AF-A9F9S4-F1.pdb,3.009,-5.534,-1.081
464,A9FDB7,ENZ_G000465,A9FDB7,experimental_pdb,batch_1,1,,s1_rcsb/6F88,,,,54.827,-119.181,164.288
465,A9FZ85,ENZ_G000466,A9FZ85,heme_transplanted,batch_1,1,tier3,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A9FZ85-F1_heme.pdb,data\structures\alphafold\pdb\AF-A9FZ85-F1.pdb,-1.099,5.294,0.952
466,A9FZ87,ENZ_G000467,A9FZ87,no_template,batch_2,0,,,,data\structures\heme_transplant\pdb\ENZ_G000467_heme.pdb,data\structures\alphafold\pdb\AF-A9FZ87-F1.pdb,-1.313,-21.255,-7.777
467,A9JPE2,ENZ_G000468,A9JPE2,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\A9JPE2-F1.cif,,,4.691,1.445,1.636
468,A9QNE6,ENZ_G000469,A9QNE6,heme_transplanted,batch_1,1,tier3,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-A9QNE6-F1_heme.pdb,data\structures\alphafold\pdb\AF-A9QNE6-F1.pdb,3.73,-3.867,2.318
469,A9SNA2,ENZ_G000470,A9SNA2,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\A9SNA2-F1.cif,,,3.178,-4.309,2.694
470,B0L642,ENZ_G000471,B0L642,heme_transplanted,batch_1,1,tier2,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-B0L642-F1_heme.pdb,data\structures\alphafold\pdb\AF-B0L642-F1.pdb,3.972,-1.524,2.674
471,B0XZV0,ENZ_G000472,B0XZV0,heme_transplant_failed,batch_2,0,,,,data\structures\heme_transplant\pdb\ENZ_G000472_heme.pdb,data\structures\alphafold\pdb\AF-B0XZV0-F1.pdb,1.662,1.271,4.703
472,B1NF18,ENZ_G000473,B1NF18,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\B1NF18-F1.cif,,,3.425,-2.769,1.77
473,B1NF19,ENZ_G000474,B1NF19,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\B1NF19-F1.cif,,,-4.654,0.256,-0.656
474,B1NF20,ENZ_G000475,B1NF20,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\B1NF20-F1.cif,,,3.78,-2.792,1.68
475,B2BF50,ENZ_G000476,B2BF50,heme_transplanted,batch_1,1,tier1,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-B2BF50-F1_heme.pdb,data\structures\alphafold\pdb\AF-B2BF50-F1.pdb,4.349,-2.058,1.289
476,B2HG29,ENZ_G000477,B2HG29,heme_transplanted,batch_1,1,tier3,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-B2HG29-F1_heme.pdb,data\structures\alphafold\pdb\AF-B2HG29-F1.pdb,-1.774,-5.803,-3.133
477,B2HGN5,ENZ_G000478,B2HGN5,heme_transplanted,batch_1,1,tier1,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-B2HGN5-F1_heme.pdb,data\structures\alphafold\pdb\AF-B2HGN5-F1.pdb,5.167,-2.619,3.138
478,B2HHT9,ENZ_G000479,B2HHT9,experimental_pdb,batch_1,1,,s1_rcsb/8FJO,,,,27.35,3.829,13.232
479,B2HI07,ENZ_G000480,B2HI07,experimental_pdb,batch_1,1,,s1_rcsb/7SMZ,,,,-8.499,25.785,-11.52
480,B2HMF7,ENZ_G000481,B2HMF7,experimental_pdb,batch_1,1,,s1_rcsb/6BLD,,,,13.917,-0.001,19.047
481,B2RML6,ENZ_G000482,B2RML6,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\B2RML6-F1.cif,,,2.365,2.473,5.038
482,B2RXA7,ENZ_G000483,B2RXA7,heme_transplanted,batch_1,1,tier2,,data\structures\alphafill\cif\B2RXA7-F1.cif,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-B2RXA7-F1_heme.pdb,,3.104,-2.562,3.4
483,B2XCI4,ENZ_G000484,B2XCI4,heme_transplanted,batch_1,1,tier3,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-B2XCI4-F1_heme.pdb,data\structures\alphafold\pdb\AF-B2XCI4-F1.pdb,3.143,-5.134,1.47
484,B3LF83,ENZ_G000485,B3LF83,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\B3LF83-F1.cif,,,5.281,3.977,-2.856
485,B3RFJ6,ENZ_G000486,B3RFJ6,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\B3RFJ6-F1.cif,,,-4.117,-0.347,-4.971
486,B3XWK3,ENZ_G000487,B3XWK3,heme_transplanted,batch_1,1,tier1,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-B3XWK3-F1_heme.pdb,data\structures\alphafold\pdb\AF-B3XWK3-F1.pdb,-5.187,-1.108,-1.399
487,B4DDJ0,ENZ_G000488,B4DDJ0,heme_transplant_failed,batch_2,0,,,,data\structures\heme_transplant\pdb\ENZ_G000488_heme.pdb,data\structures\alphafold\pdb\AF-B4DDJ0-F1.pdb,-0.308,-5.704,-0.213
488,B4FVP3,ENZ_G000489,B4FVP3,pcpd_predicted,batch_1,1,,pcpd/CYP71Z18.pdb,,,,56.059,-6.66,11.93
489,B4FYL7,ENZ_G000490,B4FYL7,pcpd_predicted,batch_1,1,,pcpd/CYP701A26.pdb,,,,56.647,-8.324,13.363
490,B4XY99,ENZ_G000491,B4XY99,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\B4XY99-F1.cif,,,3.204,-2.231,5.193
491,B5BSX1,ENZ_G000492,B5BSX1,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\B5BSX1-F1.cif,,,3.129,-3.954,3.868
492,B5BT05,ENZ_G000493,B5BT05,heme_transplanted,batch_1,1,tier2,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-B5BT05-F1_heme.pdb,data\structures\alphafold\pdb\AF-B5BT05-F1.pdb,5.079,-2.468,1.483
493,B5MEX5,ENZ_G000494,B5MEX5,heme_transplanted,batch_1,1,tier3,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-B5MEX5-F1_heme.pdb,data\structures\alphafold\pdb\AF-B5MEX5-F1.pdb,2.485,-1.956,1.449
494,B5MEX6,ENZ_G000495,B5MEX6,heme_transplanted,batch_1,1,tier2,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-B5MEX6-F1_heme.pdb,data\structures\alphafold\pdb\AF-B5MEX6-F1.pdb,3.118,-2.146,1.883
495,B5MEX7,ENZ_G000496,B5MEX7,heme_transplanted,batch_1,1,tier1,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-B5MEX7-F1_heme.pdb,data\structures\alphafold\pdb\AF-B5MEX7-F1.pdb,2.19,-2.452,3.944
496,B5UAQ8,ENZ_G000497,B5UAQ8,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\B5UAQ8-F1.cif,,,5.663,1.739,1.2
497,B5UAQ9,ENZ_G000498,B5UAQ9,heme_transplanted,batch_1,1,tier1,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-B5UAQ9-F1_heme.pdb,data\structures\alphafold\pdb\AF-B5UAQ9-F1.pdb,1.152,3.775,2.282
498,B6H066,ENZ_G000499,B6H066,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\B6H066-F1.cif,,,-1.516,-1.314,-2.066
499,B6HJU3,ENZ_G000500,B6HJU3,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\B6HJU3-F1.cif,,,3.172,-1.869,-0.601
500,B6HJU5,ENZ_G000501,B6HJU5,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\B6HJU5-F1.cif,,,-0.519,0.304,3.452
501,B6HUQ4,ENZ_G000502,B6HUQ4,heme_transplanted,batch_1,1,tier3,,data\structures\alphafill\cif\B6HUQ4-F1.cif,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-B6HUQ4-F1_heme.pdb,,3.67,3.19,3.701
502,B6ST45,ENZ_G000503,B6ST45,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\B6ST45-F1.cif,,,4.911,-0.859,0.979
503,B8N0E9,ENZ_G000504,B8N0E9,heme_transplant_failed,batch_2,0,,,data\structures\alphafill\cif\B8N0E9-F1.cif,,,1.287,-3.824,-3.746
504,B8N8R3,ENZ_G000505,B8N8R3,heme_transplanted,batch_1,1,tier3,,data\structures\alphafill\cif\B8N8R3-F1.cif,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-B8N8R3-F1_heme.pdb,,0.335,0.588,4.963
