uniprot_id,reviewed,protein_name,gene_names,gene_id,organism,taxid,pmid,length,protein_existence,ec_number,subcellular_location
A0A8C9JQV3,unreviewed,Prostacyclin synthase (EC 5.3.99.4) (Prostaglandin I2 synthase),PTGIS,,Panthera tigris altaica (Siberian tiger),74533,,500,Inferred from homology,5.3.99.4,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004389}; Single-pass me
A0A8C9K0N4,unreviewed,Steroid 21-hydroxylase (EC 1.14.14.16) (21-OHase) (Cytochrome P-450c21) (Cytochrome P450 21) (Cytochrome P450 XXI) (Cytochrome P450-C21),CYP21A1,,Panthera tigris altaica (Siberian tiger),74533,,494,Inferred from homology,1.14.14.16,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0A8C9K951,unreviewed,"Cholesterol side-chain cleavage enzyme, mitochondrial (EC 1.14.15.6) (Cholesterol desmolase)",CYP11A1,102964439;,Panthera tigris altaica (Siberian tiger),74533,,520,Inferred from homology,1.14.15.6,SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU364077}; Peripheral membr
A0A8C9KCU7,unreviewed,Thromboxane-A synthase (EC 4.2.1.152) (EC 5.3.99.5) (Cytochrome P450 5A1) (Hydroperoxy icosatetraenoate dehydratase),TBXAS1,102970130;,Panthera tigris altaica (Siberian tiger),74533,,532,Inferred from homology,4.2.1.152; 5.3.99.5,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004477}; Multi-pass mem
A0A8C9KD18,unreviewed,Steroid 21-hydroxylase (EC 1.14.14.16) (21-OHase) (Cytochrome P-450c21) (Cytochrome P450 21) (Cytochrome P450 XXI) (Cytochrome P450-C21),CYP21A1,,Panthera tigris altaica (Siberian tiger),74533,,464,Inferred from homology,1.14.14.16,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0A8C9L5Z5,unreviewed,Lanosterol 14-alpha demethylase (EC 1.14.14.154),,,Pavo cristatus (Indian peafowl) (Blue peafowl),9049,,300,Inferred from homology,1.14.14.154,
A0A8C9LG42,unreviewed,Lanosterol 14-alpha demethylase (EC 1.14.14.154),,,Pavo cristatus (Indian peafowl) (Blue peafowl),9049,,525,Inferred from homology,1.14.14.154,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004389}; Single-pass me
A0A8C9LNM2,unreviewed,Cytochrome P450 3A (EC 1.14.14.-),LOC111530151,,Piliocolobus tephrosceles (Ugandan red Colobus),591936,,504,Inferred from homology,1.14.14.-,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|RuleBase:RU368049}. Microsome memb
A0A8C9LYN0,unreviewed,Thromboxane-A synthase (EC 4.2.1.152) (EC 5.3.99.5) (Cytochrome P450 5A1) (Hydroperoxy icosatetraenoate dehydratase),TBXAS1,111521449;,Piliocolobus tephrosceles (Ugandan red Colobus),591936,,580,Inferred from homology,4.2.1.152; 5.3.99.5,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004477}; Multi-pass mem
A0A8C9M8U9,unreviewed,Cytochrome P450 26B1,CYP26B1,,Panthera tigris altaica (Siberian tiger),74533,,321,Inferred from homology,,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0A8C9N726,unreviewed,Thromboxane-A synthase (EC 4.2.1.152) (EC 5.3.99.5) (Cytochrome P450 5A1) (Hydroperoxy icosatetraenoate dehydratase),TBXAS1,103819643;,Serinus canaria (Island canary) (Fringilla canaria),9135,,535,Inferred from homology,4.2.1.152; 5.3.99.5,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004477}; Multi-pass mem
A0A8C9NF61,unreviewed,Lanosterol 14-alpha demethylase (EC 1.14.14.154),CYP51A1,,Serinus canaria (Island canary) (Fringilla canaria),9135,,466,Inferred from homology,1.14.14.154,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004389}; Single-pass me
A0A8C9P1G9,unreviewed,Cytochrome P450 2E1 (EC 1.14.13.n7) (EC 1.14.14.1),,,Spermophilus dauricus (Daurian ground squirrel),99837,,454,Inferred from homology,1.14.13.n7; 1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|RuleBase:RU368050}; Peripheral mem
A0A8C9Q239,unreviewed,"Cholesterol side-chain cleavage enzyme, mitochondrial (EC 1.14.15.6) (Cholesterol desmolase)",,,Spermophilus dauricus (Daurian ground squirrel),99837,,508,Inferred from homology,1.14.15.6,SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000256|RuleBase:RU364077}; Peripheral membr
A0A8C9QDA7,unreviewed,"Steroid 17-alpha-hydroxylase/17,20 lyase (EC 1.14.14.19) (EC 1.14.14.32) (CYPXVII) (Cytochrome P450 17A1) (Cytochrome P450-C17) (Steroid 17-alpha-monooxygenase)",,,Spermophilus dauricus (Daurian ground squirrel),99837,,508,Inferred from homology,1.14.14.19; 1.14.14.32,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004586}. Microsome memb
A0A8C9QMS8,unreviewed,Thromboxane-A synthase (EC 4.2.1.152) (EC 5.3.99.5) (Cytochrome P450 5A1) (Hydroperoxy icosatetraenoate dehydratase),,,Spermophilus dauricus (Daurian ground squirrel),99837,,535,Inferred from homology,4.2.1.152; 5.3.99.5,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004477}; Multi-pass mem
A0A8C9QYD9,unreviewed,Thromboxane-A synthase (EC 4.2.1.152) (EC 5.3.99.5) (Cytochrome P450 5A1) (Hydroperoxy icosatetraenoate dehydratase),tbxas1,,Scleropages formosus (Asian bonytongue) (Osteoglossum formosum),113540,,555,Inferred from homology,4.2.1.152; 5.3.99.5,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004477}; Multi-pass mem
A0A8C9RXW8,unreviewed,Cytochrome P450 4V2 (EC 1.14.14.14) (EC 1.14.14.79) (EC 1.14.14.80) (Cytochrome P-450AROM) (Docosahexaenoic acid omega-hydroxylase CYP4V2) (Estrogen synthase) (Long-chain fatty acid omega-monooxygenase),LOC108931099,,Scleropages formosus (Asian bonytongue) (Osteoglossum formosum),113540,,511,Inferred from homology,1.14.14.14; 1.14.14.79; 1.14.14.80,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004586}.
A0A8C9S1N0,unreviewed,Vitamin D 25-hydroxylase (EC 1.14.14.24) (Cytochrome P450 2R1),LOC108940274,,Scleropages formosus (Asian bonytongue) (Osteoglossum formosum),113540,,511,Inferred from homology,1.14.14.24,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0A8C9SQT2,unreviewed,Thromboxane-A synthase (EC 4.2.1.152) (EC 5.3.99.5) (Cytochrome P450 5A1) (Hydroperoxy icosatetraenoate dehydratase),tbxas1,,Scleropages formosus (Asian bonytongue) (Osteoglossum formosum),113540,,577,Inferred from homology,4.2.1.152; 5.3.99.5,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004477}; Multi-pass mem
A0A8C9SWK3,unreviewed,Thromboxane-A synthase (EC 4.2.1.152) (EC 5.3.99.5) (Cytochrome P450 5A1) (Hydroperoxy icosatetraenoate dehydratase),tbxas1,,Scleropages formosus (Asian bonytongue) (Osteoglossum formosum),113540,,526,Inferred from homology,4.2.1.152; 5.3.99.5,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004477}; Multi-pass mem
A0A8C9TNQ1,unreviewed,Thromboxane-A synthase (EC 4.2.1.152) (EC 5.3.99.5) (Cytochrome P450 5A1) (Hydroperoxy icosatetraenoate dehydratase),tbxas1,108935974;,Scleropages formosus (Asian bonytongue) (Osteoglossum formosum),113540,,553,Inferred from homology,4.2.1.152; 5.3.99.5,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004477}; Multi-pass mem
A0A8C9U1X1,unreviewed,Cytochrome P450 4V2 (EC 1.14.14.14) (EC 1.14.14.79) (EC 1.14.14.80) (Cytochrome P-450AROM) (Docosahexaenoic acid omega-hydroxylase CYP4V2) (Estrogen synthase) (Long-chain fatty acid omega-monooxygenase),LOC108931099,,Scleropages formosus (Asian bonytongue) (Osteoglossum formosum),113540,,528,Inferred from homology,1.14.14.14; 1.14.14.79; 1.14.14.80,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004586}.
A0A8C9U4V3,unreviewed,Lanosterol 14-alpha demethylase (EC 1.14.14.154),LOC108933335,,Scleropages formosus (Asian bonytongue) (Osteoglossum formosum),113540,,467,Inferred from homology,1.14.14.154,
A0A8C9UD57,unreviewed,Cytochrome P450 4V2 (EC 1.14.14.79) (EC 1.14.14.80) (Docosahexaenoic acid omega-hydroxylase CYP4V2) (Long-chain fatty acid omega-monooxygenase),CYP4V2,,Serinus canaria (Island canary) (Fringilla canaria),9135,,552,Inferred from homology,1.14.14.79; 1.14.14.80,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004586}.
A0A8C9UFF2,unreviewed,Lanosterol 14-alpha demethylase (EC 1.14.14.154),CYP51A1,,Serinus canaria (Island canary) (Fringilla canaria),9135,,404,Inferred from homology,1.14.14.154,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004389}; Single-pass me
A0A8C9UJ12,unreviewed,Cytochrome P450 2E1 (EC 1.14.13.n7) (EC 1.14.14.1),,,Spermophilus dauricus (Daurian ground squirrel),99837,,395,Inferred from homology,1.14.13.n7; 1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|RuleBase:RU368050}; Peripheral mem
A0A8C9V0V6,unreviewed,Lanosterol 14-alpha demethylase (EC 1.14.14.154),LOC108933335,108933335;,Scleropages formosus (Asian bonytongue) (Osteoglossum formosum),113540,,494,Inferred from homology,1.14.14.154,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004389}; Single-pass me
A0A8C9VC04,unreviewed,Thromboxane-A synthase (EC 4.2.1.152) (EC 5.3.99.5) (Cytochrome P450 5A1) (Hydroperoxy icosatetraenoate dehydratase),tbxas1,,Scleropages formosus (Asian bonytongue) (Osteoglossum formosum),113540,,506,Inferred from homology,4.2.1.152; 5.3.99.5,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004477}; Multi-pass mem
A0A8C9VHJ5,unreviewed,Vitamin D 25-hydroxylase (EC 1.14.14.24) (Cytochrome P450 2R1),LOC108940274,,Scleropages formosus (Asian bonytongue) (Osteoglossum formosum),113540,,507,Inferred from homology,1.14.14.24,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0A8C9VSV4,unreviewed,Thromboxane-A synthase (EC 4.2.1.152) (EC 5.3.99.5) (Cytochrome P450 5A1) (Hydroperoxy icosatetraenoate dehydratase),tbxas1,,Scleropages formosus (Asian bonytongue) (Osteoglossum formosum),113540,,532,Inferred from homology,4.2.1.152; 5.3.99.5,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004477}; Multi-pass mem
A0A8C9VU82,unreviewed,Thromboxane-A synthase (EC 4.2.1.152) (EC 5.3.99.5) (Cytochrome P450 5A1) (Hydroperoxy icosatetraenoate dehydratase),tbxas1,,Scleropages formosus (Asian bonytongue) (Osteoglossum formosum),113540,,489,Inferred from homology,4.2.1.152; 5.3.99.5,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004477}; Multi-pass mem
A0A8C9W5L8,unreviewed,Thromboxane-A synthase (EC 4.2.1.152) (EC 5.3.99.5) (Cytochrome P450 5A1) (Hydroperoxy icosatetraenoate dehydratase),tbxas1,,Scleropages formosus (Asian bonytongue) (Osteoglossum formosum),113540,,531,Inferred from homology,4.2.1.152; 5.3.99.5,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004477}; Multi-pass mem
A0A8C9WC90,unreviewed,Lanosterol 14-alpha demethylase (EC 1.14.14.154),LOC108933335,,Scleropages formosus (Asian bonytongue) (Osteoglossum formosum),113540,,445,Inferred from homology,1.14.14.154,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004389}; Single-pass me
A0A8C9WGP8,unreviewed,Thromboxane-A synthase (EC 4.2.1.152) (EC 5.3.99.5) (Cytochrome P450 5A1) (Hydroperoxy icosatetraenoate dehydratase),tbxas1,,Scleropages formosus (Asian bonytongue) (Osteoglossum formosum),113540,,539,Inferred from homology,4.2.1.152; 5.3.99.5,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004477}; Multi-pass mem
A0A8C9WJ50,unreviewed,Thromboxane-A synthase (EC 4.2.1.152) (EC 5.3.99.5) (Cytochrome P450 5A1) (Hydroperoxy icosatetraenoate dehydratase),tbxas1,,Scleropages formosus (Asian bonytongue) (Osteoglossum formosum),113540,,543,Inferred from homology,4.2.1.152; 5.3.99.5,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004477}; Multi-pass mem
A0A8C9WT79,unreviewed,Lanosterol 14-alpha demethylase (EC 1.14.14.154),LOC116047367,,Sander lucioperca (Pike-perch) (Perca lucioperca),283035,,474,Inferred from homology,1.14.14.154,
A0A8C9WU14,unreviewed,Lanosterol 14-alpha demethylase (EC 1.14.14.154),LOC116047367,,Sander lucioperca (Pike-perch) (Perca lucioperca),283035,,499,Inferred from homology,1.14.14.154,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004389}; Single-pass me
A0A8C9WXG2,unreviewed,Lanosterol 14-alpha demethylase (EC 1.14.14.154),LOC116047367,,Sander lucioperca (Pike-perch) (Perca lucioperca),283035,,500,Inferred from homology,1.14.14.154,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004389}; Single-pass me
A0A8C9YKX8,unreviewed,Thromboxane-A synthase (EC 4.2.1.152) (EC 5.3.99.5) (Cytochrome P450 5A1) (Hydroperoxy icosatetraenoate dehydratase),tbxas1,,Sander lucioperca (Pike-perch) (Perca lucioperca),283035,,559,Inferred from homology,4.2.1.152; 5.3.99.5,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004477}; Multi-pass mem
A0A8C9YMG8,unreviewed,Thromboxane-A synthase (EC 4.2.1.152) (EC 5.3.99.5) (Cytochrome P450 5A1) (Hydroperoxy icosatetraenoate dehydratase),tbxas1,,Sander lucioperca (Pike-perch) (Perca lucioperca),283035,,529,Inferred from homology,4.2.1.152; 5.3.99.5,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004477}; Multi-pass mem
A0A8C9YMK8,unreviewed,Thromboxane-A synthase (EC 1.14.14.1) (EC 4.2.1.152) (EC 5.3.99.5) (Cytochrome P450 5A1) (Hydroperoxy icosatetraenoate dehydratase),tbxas1,,Sander lucioperca (Pike-perch) (Perca lucioperca),283035,,532,Inferred from homology,1.14.14.1; 4.2.1.152; 5.3.99.5,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004477}; Multi-pass mem
A0A8C9YN71,unreviewed,Thromboxane-A synthase (EC 4.2.1.152) (EC 5.3.99.5) (Cytochrome P450 5A1) (Hydroperoxy icosatetraenoate dehydratase),tbxas1,116038348;,Sander lucioperca (Pike-perch) (Perca lucioperca),283035,,562,Inferred from homology,4.2.1.152; 5.3.99.5,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004477}; Multi-pass mem
A0A8C9YNG8,unreviewed,Thromboxane-A synthase (EC 4.2.1.152) (EC 5.3.99.5) (Cytochrome P450 5A1) (Hydroperoxy icosatetraenoate dehydratase),tbxas1,,Sander lucioperca (Pike-perch) (Perca lucioperca),283035,,525,Inferred from homology,4.2.1.152; 5.3.99.5,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004477}; Multi-pass mem
A0A8C9YP11,unreviewed,Thromboxane-A synthase (EC 4.2.1.152) (EC 5.3.99.5) (Cytochrome P450 5A1) (Hydroperoxy icosatetraenoate dehydratase),tbxas1,,Sander lucioperca (Pike-perch) (Perca lucioperca),283035,,544,Inferred from homology,4.2.1.152; 5.3.99.5,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004477}; Multi-pass mem
A0A8C9YP29,unreviewed,Thromboxane-A synthase (EC 4.2.1.152) (EC 5.3.99.5) (Cytochrome P450 5A1) (Hydroperoxy icosatetraenoate dehydratase),tbxas1,,Sander lucioperca (Pike-perch) (Perca lucioperca),283035,,564,Inferred from homology,4.2.1.152; 5.3.99.5,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004477}; Multi-pass mem
A0A8C9YUJ0,unreviewed,Thromboxane-A synthase (EC 4.2.1.152) (EC 5.3.99.5) (Cytochrome P450 5A1) (Hydroperoxy icosatetraenoate dehydratase),tbxas1,,Sander lucioperca (Pike-perch) (Perca lucioperca),283035,,552,Inferred from homology,4.2.1.152; 5.3.99.5,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004477}; Multi-pass mem
A0A8C9YV96,unreviewed,Thromboxane-A synthase (EC 4.2.1.152) (EC 5.3.99.5) (Cytochrome P450 5A1) (Hydroperoxy icosatetraenoate dehydratase),tbxas1,,Sander lucioperca (Pike-perch) (Perca lucioperca),283035,,546,Inferred from homology,4.2.1.152; 5.3.99.5,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004477}; Multi-pass mem
A0A8D0BXC0,unreviewed,Cytochrome P450 4V2 (EC 1.14.14.79) (EC 1.14.14.80) (Docosahexaenoic acid omega-hydroxylase CYP4V2) (Long-chain fatty acid omega-monooxygenase),CYP4V2,,Salvator merianae (Argentine black and white tegu) (Tupinambis merianae),96440,,525,Inferred from homology,1.14.14.79; 1.14.14.80,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004586}.
A0A8D0BZ50,unreviewed,Lanosterol 14-alpha demethylase (EC 1.14.14.154),CYP51A1,,Salvator merianae (Argentine black and white tegu) (Tupinambis merianae),96440,,501,Inferred from homology,1.14.14.154,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004389}; Single-pass me
A0A8D0CA39,unreviewed,Cytochrome P450 26B1,CYP26B1,,Salvator merianae (Argentine black and white tegu) (Tupinambis merianae),96440,,511,Inferred from homology,,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0A8D0CCS2,unreviewed,Thromboxane-A synthase (EC 4.2.1.152) (EC 5.3.99.5) (Cytochrome P450 5A1) (Hydroperoxy icosatetraenoate dehydratase),TBXAS1,,Salvator merianae (Argentine black and white tegu) (Tupinambis merianae),96440,,503,Inferred from homology,4.2.1.152; 5.3.99.5,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004477}; Multi-pass mem
A0A8D0CDS3,unreviewed,Cytochrome P450 4V2 (EC 1.14.14.14) (EC 1.14.14.79) (EC 1.14.14.80) (Cytochrome P-450AROM) (Docosahexaenoic acid omega-hydroxylase CYP4V2) (Estrogen synthase) (Long-chain fatty acid omega-monooxygenase),LOC108931099,,Scleropages formosus (Asian bonytongue) (Osteoglossum formosum),113540,,515,Inferred from homology,1.14.14.14; 1.14.14.79; 1.14.14.80,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004586}.
A0A8D0CLY9,unreviewed,Cytochrome P450 4V2 (EC 1.14.14.14) (EC 1.14.14.79) (EC 1.14.14.80) (Cytochrome P-450AROM) (Docosahexaenoic acid omega-hydroxylase CYP4V2) (Estrogen synthase) (Long-chain fatty acid omega-monooxygenase),LOC108931099,108931099;,Scleropages formosus (Asian bonytongue) (Osteoglossum formosum),113540,,510,Inferred from homology,1.14.14.14; 1.14.14.79; 1.14.14.80,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004586}.
A0A8D0D1A5,unreviewed,Vitamin D 25-hydroxylase (EC 1.14.14.24) (Cytochrome P450 2R1),LOC116067667,,Sander lucioperca (Pike-perch) (Perca lucioperca),283035,,512,Inferred from homology,1.14.14.24,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0A8D0DLH9,unreviewed,Prostacyclin synthase (EC 4.2.1.152) (EC 5.3.99.4) (Hydroperoxy icosatetraenoate dehydratase) (Prostaglandin I2 synthase),PTGIS,,Salvator merianae (Argentine black and white tegu) (Tupinambis merianae),96440,,477,Inferred from homology,4.2.1.152; 5.3.99.4,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004389}; Single-pass me
A0A8D0EY09,unreviewed,Vitamin D 25-hydroxylase (EC 1.14.14.24) (Cytochrome P450 2R1),,,Strix occidentalis caurina (northern spotted owl),311401,,463,Inferred from homology,1.14.14.24,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0A8D0FFG1,unreviewed,Lanosterol 14-alpha demethylase (EC 1.14.14.154),,,Strix occidentalis caurina (northern spotted owl),311401,,387,Inferred from homology,1.14.14.154,
A0A8D0FGE2,unreviewed,Lanosterol 14-alpha demethylase (EC 1.14.14.154),,,Strix occidentalis caurina (northern spotted owl),311401,,437,Inferred from homology,1.14.14.154,
A0A8D0FRJ9,unreviewed,Lanosterol 14-alpha demethylase (EC 1.14.14.154),,,Strix occidentalis caurina (northern spotted owl),311401,,466,Inferred from homology,1.14.14.154,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004389}; Single-pass me
A0A8D0FZ57,unreviewed,Lanosterol 14-alpha demethylase (EC 1.14.14.154),CYP51A1,,Sphenodon punctatus (Tuatara) (Hatteria punctata),8508,,500,Inferred from homology,1.14.14.154,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004389}; Single-pass me
A0A8D0GJW4,unreviewed,Thromboxane-A synthase (EC 4.2.1.152) (EC 5.3.99.5) (Cytochrome P450 5A1) (Hydroperoxy icosatetraenoate dehydratase),TBXAS1,,Sphenodon punctatus (Tuatara) (Hatteria punctata),8508,,498,Inferred from homology,4.2.1.152; 5.3.99.5,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004477}; Multi-pass mem
A0A8D0GKJ3,unreviewed,Thromboxane-A synthase (EC 1.14.14.1) (EC 5.3.99.5) (Cytochrome P450 5A1),TBXAS1,,Sphenodon punctatus (Tuatara) (Hatteria punctata),8508,,458,Inferred from homology,1.14.14.1; 5.3.99.5,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004477}; Multi-pass mem
A0A8D0GQN7,unreviewed,Thromboxane-A synthase (EC 4.2.1.152) (EC 5.3.99.5) (Cytochrome P450 5A1) (Hydroperoxy icosatetraenoate dehydratase),TBXAS1,,Sphenodon punctatus (Tuatara) (Hatteria punctata),8508,,519,Inferred from homology,4.2.1.152; 5.3.99.5,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004477}; Multi-pass mem
A0A8D0GT65,unreviewed,Thromboxane-A synthase (EC 4.2.1.152) (EC 5.3.99.5) (Cytochrome P450 5A1) (Hydroperoxy icosatetraenoate dehydratase),TBXAS1,,Sphenodon punctatus (Tuatara) (Hatteria punctata),8508,,570,Inferred from homology,4.2.1.152; 5.3.99.5,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004477}; Multi-pass mem
A0A8D0H973,unreviewed,Cytochrome P450 4V2 (EC 1.14.14.79) (EC 1.14.14.80) (Docosahexaenoic acid omega-hydroxylase CYP4V2) (Long-chain fatty acid omega-monooxygenase),CYP4V2,,Sphenodon punctatus (Tuatara) (Hatteria punctata),8508,,526,Inferred from homology,1.14.14.79; 1.14.14.80,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004586}.
A0A8D0HC59,unreviewed,Vitamin D 25-hydroxylase (EC 1.14.14.24) (Cytochrome P450 2R1),CYP2R1,,Sphenodon punctatus (Tuatara) (Hatteria punctata),8508,,486,Inferred from homology,1.14.14.24,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
